ID,Time,BI,CI,HI,Temperature,T Max,T Min,RH,Precp
1,26,0.0,0.0,0.0,28.228571428571428,31.485714285714288,25.32857142857143,72.71428571428571,6.0
1,27,0.0,0.0,0.0,28.67142857142857,31.6,25.685714285714283,69.0,0.0
1,28,0.0,0.0,0.0,29.07142857142857,32.528571428571425,25.914285714285718,68.42857142857143,0.0
1,29,0.0,0.0,0.0,29.357142857142854,33.771428571428565,26.17142857142857,73.57142857142857,0.21428571428571427
1,30,0.3333333333333333,0.5465,0.3333333333333333,27.52857142857143,31.357142857142858,24.757142857142853,81.0,12.0
1,31,0.0,0.0,0.0,27.442857142857147,30.685714285714287,24.842857142857145,80.28571428571429,60.92857142857143
1,32,0.0,0.0,0.0,28.614285714285717,31.885714285714283,25.9,75.57142857142857,0.0
1,33,0.0,0.0,0.0,28.585714285714282,32.357142857142854,25.314285714285717,74.85714285714286,10.714285714285714
1,34,0.25,0.543375,0.25,28.02857142857143,31.4,24.8,73.85714285714286,24.08333333333333
1,35,0.0,0.0,0.0,27.47142857142857,30.914285714285718,24.728571428571428,76.14285714285714,10.166666666666666
1,36,0.0,0.0,0.0,27.87142857142857,31.685714285714283,24.785714285714285,72.71428571428571,0.16666666666666666
1,37,0.0,0.0,0.0,28.042857142857137,31.92857142857143,24.54285714285714,69.71428571428571,0.0
1,38,0.13333333333333333,0.3125,0.13333333333333333,25.414285714285718,29.185714285714283,22.857142857142854,73.0,2.0
1,39,0.13714285714285715,2.292,0.13714285714285715,26.37142857142857,29.500000000000004,23.728571428571428,70.71428571428571,3.928571428571429
1,40,0.08816666666666667,5.0,0.08816666666666667,24.47142857142857,28.328571428571426,21.442857142857143,66.85714285714286,0.07142857142857142
1,41,0.5,1.923,0.5,24.614285714285717,28.95714285714286,20.757142857142856,65.0,0.0
1,42,0.2999833333333333,2.156083333333333,0.2999833333333333,24.357142857142858,28.614285714285717,21.185714285714287,65.14285714285714,0.0
1,43,0.32528571428571423,3.4508400000000004,0.32528571428571423,24.17142857142857,29.0,20.95714285714286,76.57142857142857,2.4285714285714284
1,44,0.986,2.6163749999999997,0.56925,22.5,24.614285714285717,21.01428571428571,83.85714285714286,11.25
1,45,0.0,0.0,0.0,22.642857142857146,25.97142857142857,19.942857142857143,72.42857142857143,0.0
1,46,0.3,0.97735,0.3,21.514285714285712,24.0,19.54285714285714,79.57142857142857,7.428571428571429
1,47,0.34285714285714286,2.0,0.05714285714285714,20.800000000000004,23.185714285714287,19.3,85.71428571428571,4.142857142857143
1,48,0.0,0.0,0.0,20.385714285714286,23.757142857142853,18.085714285714285,81.71428571428571,3.5
1,49,0.0,0.0,0.0,19.02857142857143,21.214285714285715,17.414285714285715,79.42857142857143,11.0
1,50,0.26666666666666666,0.8610666666666668,0.26666666666666666,19.271428571428565,22.085714285714282,17.271428571428572,80.85714285714286,5.071428571428571
1,51,0.11428571428571428,0.4221507936507936,0.11428571428571428,19.714285714285715,23.185714285714287,16.985714285714288,75.57142857142857,5.583333333333332
1,52,0.2920333333333333,2.9602666666666666,0.2920333333333333,18.61428571428572,21.314285714285713,16.514285714285712,76.57142857142857,6.928571428571429
1,53,0.0,0.0,0.0,16.685714285714287,19.885714285714286,14.099999999999998,74.71428571428571,1.7
1,54,0.6448,14.431750000000001,0.47240000000000004,19.37142857142857,22.12857142857143,17.071428571428573,76.42857142857143,3.2142857142857144
1,55,0.6808080808080808,4.839907142857143,0.6391330808080807,17.400000000000002,20.35714285714285,14.857142857142858,64.85714285714286,1.2142857142857142
1,56,0.0,0.0,0.0,18.942857142857143,22.057142857142853,16.257142857142856,75.42857142857143,2.583333333333333
1,57,0.17585784313725492,1.0711217948717948,0.17585784313725492,18.45714285714286,21.54285714285714,15.485714285714286,70.71428571428571,5.071428571428571
1,58,0.08333333333333333,0.2,0.08333333333333333,21.371428571428574,24.257142857142853,19.4,77.71428571428571,3.2857142857142856
1,59,0.04,0.16,0.04,20.15714285714285,23.57142857142857,17.285714285714285,74.14285714285714,0.7857142857142857
1,60,0.2,0.2941,0.2,20.5,23.685714285714283,18.014285714285716,72.42857142857143,0.42857142857142855
1,61,0.3466666666666667,1.0800333333333334,0.3466666666666667,20.54285714285714,23.228571428571428,18.428571428571427,74.85714285714286,1.9285714285714288
1,62,0.125,0.4315,0.125,19.31428571428572,23.04285714285714,15.8,61.42857142857143,0.5
1,63,0.17457142857142857,3.95825,0.17457142857142857,21.271428571428572,24.771428571428572,18.17142857142857,67.42857142857143,0.16666666666666666
1,64,0.2619047619047619,0.884734693877551,0.2619047619047619,23.657142857142862,27.285714285714285,20.32857142857143,76.14285714285714,6.2857142857142865
1,65,0.07303571428571429,1.1989795918367345,0.05138636363636363,21.757142857142853,24.557142857142853,19.37142857142857,78.57142857142857,1.4
1,66,0.0,0.0,0.0,21.47142857142857,24.657142857142855,18.957142857142856,79.57142857142857,5.7142857142857135
1,67,0.0,0.0,0.0,18.4,20.928571428571427,16.7,81.57142857142857,7.571428571428571
1,68,0.3241758241758242,0.6467276057276058,0.3241758241758242,23.542857142857148,27.07142857142857,20.75714285714286,79.71428571428571,1.4285714285714286
1,69,0.19047619047619047,0.4362142857142857,0.19047619047619047,21.771428571428565,24.414285714285718,19.5,78.42857142857143,3.333333333333333
1,70,0.7675055555555556,11.071372222222223,0.7675055555555556,21.885714285714283,25.67142857142857,19.05714285714285,78.0,4.0
1,71,0.27999999999999997,1.3261599999999998,0.21332,23.54285714285714,25.97142857142857,21.91428571428571,91.57142857142857,43.35714285714285
1,72,0.08094285714285714,0.3605714285714286,0.08094285714285714,25.5,28.87142857142857,22.985714285714288,86.2857142857143,7.0
1,73,0.19540211640211638,0.5008393874643875,0.19540211640211638,25.8,28.7,24.12857142857143,87.57142857142857,8.428571428571429
1,74,0.19436666666666666,0.54825,0.19436666666666666,27.9,31.62857142857143,24.62857142857143,76.71428571428571,0.03333333333333333
1,75,0.0,0.0,0.0,27.514285714285716,31.07142857142857,24.657142857142862,77.0,4.0
1,76,0.0757020757020757,0.4112857142857143,0.0757020757020757,26.942857142857147,30.000000000000004,24.75714285714286,82.71428571428571,20.928571428571427
1,77,0.25030128205128205,0.6315421245421245,0.23045604395604397,27.728571428571428,30.74285714285714,25.12857142857143,77.14285714285714,0.8333333333333334
1,78,0.1111111111111111,0.37033333333333335,0.1111111111111111,28.6,31.942857142857147,25.67142857142857,73.0,0.0
1,79,0.5555,2.802416666666667,0.5555,28.942857142857147,32.08571428571428,26.04285714285714,74.0,0.42857142857142855
1,80,0.0,0.0,0.0,28.614285714285717,32.77142857142858,25.228571428571428,70.14285714285714,1.4285714285714286
1,81,0.27499999999999997,0.6825666666666667,0.27499999999999997,27.0,30.357142857142854,24.257142857142853,79.85714285714286,4.916666666666667
1,82,0.21000000000000002,0.52529,0.21000000000000002,28.62857142857143,32.057142857142864,25.585714285714282,77.14285714285714,0.0
1,83,0.14285714285714285,0.5381666666666667,0.14285714285714285,28.385714285714286,32.042857142857144,25.47142857142857,76.14285714285714,0.35714285714285715
1,84,0.625,3.137,0.625,29.242857142857147,33.042857142857144,26.1,73.57142857142857,0.0
1,85,0.2857142857142857,0.9183412698412697,0.23809523809523805,28.08571428571429,32.042857142857144,25.314285714285717,73.71428571428571,1.4285714285714286
1,86,0.17697619047619048,0.7807033333333333,0.17697619047619048,27.857142857142858,31.385714285714286,25.485714285714288,77.71428571428571,6.442857142857143
1,87,0.14135757575757574,0.5580363636363637,0.14135757575757574,28.042857142857148,31.0,25.17142857142857,76.71428571428571,2.4166666666666665
1,88,0.0,0.0,0.0,25.957142857142852,29.52857142857143,23.4,77.85714285714286,7.2857142857142865
1,89,0.2895142857142857,1.5921244444444445,0.24188571428571431,27.814285714285717,31.3,24.485714285714288,72.71428571428571,1.3
1,90,0.07142857142857142,0.14778571428571427,0.07142857142857142,27.142857142857146,31.17142857142857,23.37142857142857,75.57142857142857,41.833333333333336
1,91,0.125,0.26875,0.125,26.12857142857143,29.3,23.542857142857148,72.42857142857143,25.142857142857146
1,92,0.0,0.0,0.0,26.485714285714284,30.614285714285717,23.357142857142854,69.42857142857143,0.35714285714285715
1,93,1.2036666666666667,11.805555555555557,0.7406111111111112,26.485714285714288,29.54285714285714,23.91428571428571,80.14285714285714,19.071428571428573
1,94,0.22626262626262625,0.6034484848484848,0.22626262626262625,24.085714285714282,27.657142857142862,21.285714285714285,73.42857142857143,2.7142857142857144
1,95,0.08730158730158728,0.29151428571428567,0.08730158730158728,23.414285714285718,27.114285714285717,20.428571428571427,64.42857142857143,0.0
1,96,0.0,0.0,0.0,22.942857142857147,26.82857142857143,19.75714285714286,76.28571428571429,18.142857142857142
1,97,1.3333333333333333,3.703666666666667,1.3333333333333333,23.87142857142857,26.485714285714288,21.9,84.42857142857143,3.2857142857142856
1,98,0.2529411764705882,1.135216666666667,0.2529411764705882,22.7,25.67142857142857,20.65714285714285,83.71428571428571,1.0
1,99,0.022222222222222223,0.058477777777777774,0.022222222222222223,19.88571428571429,22.985714285714284,17.87142857142857,68.85714285714286,6.928571428571429
1,100,0.0,0.0,0.0,18.928571428571427,22.542857142857148,15.87142857142857,69.0,0.2857142857142857
1,101,0.0,0.0,0.0,18.65714285714285,22.785714285714285,14.928571428571427,64.85714285714286,1.6666666666666667
1,102,0.5,3.17425,0.5,18.98571428571429,21.842857142857138,16.985714285714284,79.42857142857143,5.833333333333332
1,103,0.07555189908131084,0.21862256410256414,0.07555189908131084,18.214285714285715,20.08571428571429,16.585714285714285,79.71428571428571,8.333333333333334
1,104,0.23148148148148148,1.1470714285714285,0.23148148148148148,17.04285714285714,19.7,14.814285714285715,69.85714285714286,0.07142857142857142
1,105,0.0,0.0,0.0,18.6,21.857142857142854,16.071428571428573,67.57142857142857,0.0
1,106,0.0,0.0,0.0,17.728571428571428,20.914285714285715,15.057142857142857,72.14285714285714,0.6666666666666666
1,107,0.17777777777777778,0.65565,0.17777777777777778,17.585714285714285,21.11428571428572,14.257142857142858,63.57142857142857,0.0
1,108,0.2285714285714286,1.3307305764411026,0.2285714285714286,16.385714285714286,20.571428571428573,12.342857142857143,57.0,0.07142857142857142
1,109,0.0,0.0,0.0,19.457142857142856,23.82857142857143,15.557142857142859,66.71428571428571,0.0
1,110,0.0,0.0,0.0,19.771428571428565,22.157142857142862,17.942857142857143,82.85714285714286,2.7142857142857144
1,111,0.02197802197802198,0.44642857142857145,0.02197802197802198,14.9,16.6,13.328571428571427,81.85714285714286,4.142857142857143
1,112,0.15,0.3418666666666667,0.15,17.04285714285714,20.085714285714285,13.985714285714286,74.14285714285714,1.9285714285714288
1,113,0.0,0.0,0.0,19.342857142857145,22.95714285714286,16.985714285714288,80.28571428571429,1.6
1,114,0.0,0.0,0.0,17.971428571428564,21.042857142857144,15.8,79.57142857142857,2.9285714285714284
1,115,0.2,0.7254666666666667,0.2,16.742857142857144,18.885714285714286,15.1,76.85714285714286,1.7857142857142858
1,116,0.1722222222222222,0.5717098214285715,0.1722222222222222,19.37142857142857,22.685714285714283,16.47142857142857,75.0,0.14285714285714285
1,117,0.10666666666666666,0.48155000000000003,0.10666666666666666,22.228571428571424,25.771428571428572,19.085714285714285,75.71428571428571,3.0
1,118,0.3333333333333333,4.166666666666667,0.26666666666666666,20.442857142857143,22.914285714285718,18.585714285714285,78.57142857142857,2.5
1,119,0.0,0.0,0.0,21.357142857142858,24.97142857142857,19.3,82.0,2.4285714285714284
1,120,0.2993129251700681,0.976919387755102,0.2652925170068027,23.342857142857145,26.228571428571428,20.61428571428572,73.42857142857143,0.14285714285714285
1,121,0.15647222222222223,0.691195,0.15647222222222223,23.442857142857147,26.685714285714283,21.4,84.42857142857143,9.571428571428571
1,122,0.9333200000000001,7.499966666666667,0.8666400000000001,21.97142857142858,24.157142857142862,20.342857142857145,87.7142857142857,11.571428571428573
1,123,0.0833,0.5,0.0833,22.2,25.014285714285712,19.97142857142857,86.2857142857143,8.5
1,124,0.22644444444444442,0.9955396825396825,0.17353968253968258,26.185714285714287,29.557142857142853,23.74285714285714,82.57142857142857,2.2142857142857144
1,125,0.31064965986394555,1.6125,0.31064965986394555,25.014285714285716,27.957142857142852,22.914285714285718,85.85714285714286,8.714285714285714
1,126,3.064814814814815,7.696000000000001,2.061611111111111,27.2,30.62857142857143,24.67142857142857,83.71428571428571,4.214285714285714
1,127,0.13333333333333333,0.4444,0.13333333333333333,26.52857142857143,29.342857142857138,24.24285714285714,83.0,3.6666666666666665
1,128,0.5133,1.5512000000000001,0.5133,26.5,29.5,24.428571428571423,81.0,1.4285714285714286
1,129,0.33331666666666665,1.1771666666666667,0.33331666666666665,28.485714285714284,31.800000000000004,25.9,81.85714285714286,1.0714285714285714
1,130,0.32653061224489793,1.7025476190476192,0.2789020408163266,28.828571428571426,32.228571428571435,26.357142857142854,80.85714285714286,0.0
1,131,0.43432954545454544,1.9916719696969698,0.39962121212121215,29.685714285714283,33.27142857142857,26.514285714285716,77.42857142857143,3.8571428571428568
1,132,0.26285238095238095,2.9847043956043953,0.26285238095238095,30.514285714285716,33.857142857142854,27.75714285714286,74.71428571428571,0.0
1,133,0.8238095238095238,2.600658974358974,0.7999952380952381,29.814285714285717,33.42857142857143,26.92857142857143,75.28571428571429,1.1428571428571428
1,134,0.753952380952381,7.113066666666666,0.753952380952381,28.2,31.642857142857146,25.328571428571433,82.0,46.42857142857143
1,135,0.2193877551020408,0.6908809523809524,0.1598520408163265,29.42857142857143,32.8,26.1,76.14285714285714,0.0
1,136,1.3166499999999999,6.507866666666668,0.56665,29.3,33.18571428571428,26.271428571428576,77.71428571428571,0.35714285714285715
1,137,0.7047619047619047,2.851494871794872,0.680947619047619,29.085714285714282,33.371428571428574,26.242857142857147,81.28571428571429,1.8333333333333333
1,138,0.15,0.4151875,0.12221666666666667,28.385714285714283,32.128571428571426,25.314285714285717,80.0,1.3571428571428572
1,139,0.4909090909090909,3.6187818181818185,0.32726666666666665,29.228571428571428,33.24285714285715,25.9,74.57142857142857,0.0
1,140,0.37142857142857144,1.8095238095238095,0.29204761904761906,29.37142857142857,33.728571428571435,25.67142857142857,71.42857142857143,0.6428571428571429
1,141,0.10256410256410257,0.617,0.10256410256410257,29.214285714285715,33.628571428571426,25.757142857142853,77.57142857142857,0.35714285714285715
1,142,0.4259978021978022,1.8378796296296296,0.4259978021978022,29.0,32.57142857142857,26.3,79.28571428571429,1.9285714285714288
1,143,0.14020608465608467,1.3511714285714287,0.14020608465608467,27.02857142857143,30.128571428571423,24.842857142857138,85.42857142857143,22.428571428571423
1,144,0.11851111111111112,2.0833214285714283,0.11851111111111112,27.014285714285716,30.642857142857146,23.814285714285717,72.71428571428571,0.0
1,145,0.9444333333333333,2.6233796296296297,0.6111,26.02857142857143,29.857142857142854,22.57142857142857,66.0,0.8571428571428571
1,146,0.11663333333333332,0.45954999999999996,0.11663333333333332,23.557142857142853,26.95714285714286,20.67142857142857,68.85714285714286,3.4285714285714284
1,147,0.41211010101010104,2.1456444444444442,0.3393828282828283,24.87142857142857,28.2,22.114285714285717,78.14285714285714,0.0
1,148,0.5777333333333334,1.0908666666666667,0.35553333333333337,24.814285714285717,28.328571428571433,21.82857142857143,73.0,0.5
1,149,0.7555000000000001,2.4258666666666664,0.41100000000000003,22.485714285714288,25.685714285714287,19.5,69.42857142857143,0.0
1,150,0.9333333333333332,9.283825,0.5666666666666667,21.414285714285715,24.185714285714287,19.571428571428573,82.71428571428571,8.357142857142858
1,151,0.15,0.30534,0.15,22.17142857142857,25.414285714285718,18.97142857142857,76.14285714285714,1.3333333333333333
1,152,0.4166666666666667,4.952333333333334,0.4166666666666667,23.57142857142857,27.32857142857143,20.214285714285715,80.0,0.0
1,153,0.6666666666666666,3.03,0.6666666666666666,19.271428571428572,22.1,16.614285714285714,74.0,1.2857142857142858
1,154,0.3333333333333333,1.0184166666666667,0.3333333333333333,19.0,21.38571428571429,16.642857142857142,77.85714285714286,2.25
1,155,0.3970714285714285,1.1184933333333333,0.3970714285714285,16.557142857142857,19.228571428571428,14.157142857142857,71.85714285714286,0.2857142857142857
1,156,0.3154642857142857,1.4289166666666666,0.3154642857142857,17.3,19.9,15.228571428571426,75.71428571428571,3.083333333333333
1,157,0.20366666666666666,2.05425,0.20366666666666666,16.514285714285716,19.271428571428565,14.1,69.28571428571429,1.0714285714285714
1,158,1.1110666666666666,4.3478,0.11106666666666666,18.114285714285714,21.11428571428572,15.3,72.0,0.07142857142857142
1,159,0.5499666666666666,3.418625,0.5499666666666666,17.385714285714286,19.55714285714285,15.471428571428573,77.14285714285714,2.75
1,160,0.20330880230880233,3.5491777777777775,0.20330880230880233,17.62857142857143,20.7,15.12857142857143,65.85714285714286,0.0
1,161,0.0,0.0,0.0,18.65714285714285,21.514285714285712,16.628571428571426,78.28571428571429,1.0714285714285714
1,162,0.9165,26.4705,0.9165,16.742857142857144,19.771428571428572,14.471428571428573,78.71428571428571,0.9166666666666666
1,163,0.5161515151515151,2.0107714285714287,0.5161515151515151,16.228571428571428,19.071428571428573,13.542857142857144,71.28571428571429,0.21428571428571427
1,164,0.29590476190476195,11.4375,0.29590476190476195,19.085714285714285,21.585714285714282,16.9,83.0,0.6666666666666666
1,165,0.55555,9.600266666666666,0.5277666666666666,22.014285714285712,25.714285714285715,19.62857142857143,82.85714285714286,0.3
1,166,0.4166666666666667,1.8518333333333334,0.27775,18.857142857142858,21.528571428571436,16.62857142857143,80.57142857142857,0.6666666666666666
1,167,0.48886666666666667,2.488866666666667,0.48886666666666667,19.071428571428573,22.728571428571428,16.0,79.28571428571429,3.571428571428572
1,168,0.6166333333333334,21.042933333333334,0.6166333333333334,23.557142857142853,27.0,20.271428571428572,79.28571428571429,0.7142857142857143
1,169,0.6943888888888888,2.5544444444444445,0.6943888888888888,19.142857142857142,21.2,17.8,85.85714285714286,7.7142857142857135
1,170,0.23807142857142857,1.515,0.23807142857142857,24.32857142857143,27.9,20.98571428571429,79.85714285714286,0.14285714285714285
1,171,0.0,XXX,0.0,21.58571428571429,24.0,19.48571428571429,85.0,2.833333333333333
1,172,0.3074074074074074,2.6477285714285714,0.276537037037037,22.0,25.457142857142852,18.842857142857138,77.14285714285714,1.7857142857142858
1,173,0.34623015873015867,2.6567708333333337,0.3115009920634921,22.771428571428572,26.228571428571428,20.51428571428571,84.42857142857143,2.4166666666666665
1,174,1.2222222222222223,10.612388888888889,1.1296111111111111,24.214285714285715,27.271428571428572,21.728571428571424,84.28571428571429,3.3571428571428568
1,175,0.4166666666666667,2.857,0.27775,25.17142857142857,28.557142857142857,22.45714285714286,84.42857142857143,5.857142857142858
1,176,1.0555,3.472083333333334,0.6110833333333333,25.728571428571428,29.285714285714285,22.7,84.28571428571429,2.9285714285714284
1,177,0.19480519480519481,0.5599999999999999,0.12337662337662338,25.74285714285714,28.74285714285714,22.9,82.57142857142857,1.8333333333333333
1,178,0.6296111111111111,4.329733333333333,0.6296111111111111,25.771428571428572,28.557142857142853,23.7,89.57142857142857,8.285714285714286
1,179,0.14666,1.6521333333333335,0.14666,27.800000000000004,30.857142857142854,25.37142857142857,84.14285714285714,4.428571428571429
1,180,0.5821999999999999,4.57545,0.47106666666666663,28.628571428571423,31.828571428571426,25.54285714285714,79.28571428571429,0.0
1,181,0.16666666666666666,1.1453600000000002,0.16666666666666666,29.357142857142854,32.84285714285715,26.057142857142853,77.28571428571429,0.14285714285714285
1,182,0.6475904761904763,5.62236,0.35236190476190477,29.02857142857143,32.81428571428571,25.9,82.14285714285714,16.285714285714285
1,183,0.6666666666666666,4.0,0.3333333333333333,30.02857142857143,33.48571428571429,26.814285714285717,76.28571428571429,0.0
1,184,2.611764705882353,25.3938,1.878364705882353,29.114285714285717,32.542857142857144,26.314285714285717,78.28571428571429,1.3
1,185,0.5979591836734695,2.746714285714286,0.4788877551020408,29.242857142857147,33.2,25.771428571428572,75.42857142857143,0.5
1,186,0.6887755102040816,6.655111111111111,0.5527091836734694,28.585714285714282,31.857142857142854,25.957142857142852,78.57142857142857,0.14285714285714285
1,187,0.40738888888888886,1.4206666666666665,0.40738888888888886,28.87142857142857,33.1,25.585714285714282,72.85714285714286,0.0
1,188,1.2776666666666667,6.81775,1.0,29.014285714285712,33.128571428571426,25.32857142857143,72.71428571428571,27.785714285714285
1,189,2.0,3.328,1.1428571428571428,28.314285714285717,31.8,25.557142857142853,88.42857142857143,4.0
1,190,1.7166666666666668,4.552583333333334,0.9500000000000001,27.942857142857147,31.17142857142857,25.314285714285717,84.85714285714286,31.642857142857146
1,191,0.2619047619047619,1.430425,0.23333333333333334,26.828571428571426,30.228571428571424,24.6,89.7142857142857,15.75
1,192,0.8,3.75,0.4,27.142857142857146,30.642857142857146,24.642857142857146,87.42857142857143,8.928571428571429
1,193,0.5,3.333166666666667,0.5,26.642857142857146,30.47142857142857,23.07142857142857,74.85714285714286,0.8333333333333334
1,194,0.36,1.6427625,0.36,26.614285714285717,30.4,23.442857142857147,75.57142857142857,0.8571428571428571
1,195,0.3979591836734694,1.6584666666666668,0.25510204081632654,27.0,30.57142857142857,24.428571428571423,79.28571428571429,0.14285714285714285
1,196,0.15333333333333332,3.0420833333333333,0.15333333333333332,27.25714285714286,30.442857142857147,24.67142857142857,86.0,27.285714285714285
1,197,0.4,2.17375,0.4,26.58571428571429,29.71428571428571,24.428571428571423,80.42857142857143,4.416666666666667
1,198,0.5333333333333333,2.3906,0.4777777777777777,24.07142857142857,27.300000000000004,20.37142857142857,66.28571428571429,0.0
1,199,0.34285714285714286,1.5657,0.2857142857142857,24.542857142857148,27.385714285714286,22.414285714285718,83.57142857142857,6.0
1,200,0.1111111111111111,0.2525,0.1111111111111111,24.614285714285714,27.67142857142857,21.814285714285717,82.28571428571429,3.928571428571429
1,201,0.6666666666666666,16.7580625,0.6666666666666666,23.842857142857145,26.728571428571428,21.885714285714286,90.57142857142857,23.714285714285715
1,202,1.0555555555555556,3.172083333333333,0.8888888888888888,24.37142857142857,27.342857142857145,21.985714285714288,86.14285714285714,2.7857142857142856
1,203,1.0,4.54525,1.0,24.92857142857143,28.24285714285714,22.314285714285717,84.14285714285714,16.142857142857142
1,204,0.2714285714285714,2.2698285714285715,0.2714285714285714,21.414285714285715,25.185714285714287,18.728571428571428,71.85714285714286,0.21428571428571427
1,205,0.0,0.0,0.0,21.37142857142857,24.314285714285717,18.857142857142858,76.57142857142857,0.21428571428571427
1,206,0.0,0.0,0.0,20.37142857142857,22.342857142857138,18.942857142857143,86.57142857142857,9.714285714285714
1,207,0.9328703703703703,6.482587500000001,0.5995370370370371,19.0,21.871428571428577,16.499999999999996,75.14285714285714,4.071428571428571
1,208,0.17777777777777778,0.9716533333333335,0.17777777777777778,21.785714285714285,24.828571428571426,19.071428571428573,81.57142857142857,0.7142857142857143
1,209,2.6666666666666665,8.0,0.6666666666666666,19.885714285714286,22.657142857142855,17.74285714285714,75.14285714285714,1.5
1,210,0.0,0.0,0.0,20.44285714285715,22.657142857142855,18.814285714285713,85.0,7.571428571428571
1,211,0.7,3.5700624999999997,0.7,18.385714285714286,20.68571428571429,16.37142857142857,84.85714285714286,1.7857142857142858
1,212,0.6,2.628,0.6,17.642857142857142,19.714285714285715,15.542857142857144,82.85714285714286,3.4285714285714284
1,213,0.9441786283891546,8.052071296296297,0.9071415913521177,15.457142857142856,18.228571428571428,13.328571428571427,84.42857142857143,11.9
1,214,0.1,0.73525,0.1,17.628571428571426,19.914285714285715,15.771428571428574,76.71428571428571,0.5833333333333334
1,215,0.5681785714285714,2.39005,0.5681785714285714,18.62857142857143,22.028571428571436,14.985714285714286,73.14285714285714,0.5714285714285714
1,216,0.5361111111111111,2.002529761904762,0.4527777777777778,16.814285714285713,19.95714285714286,14.314285714285711,80.71428571428571,2.9166666666666665
1,217,0.4611111111111111,2.00212,0.4611111111111111,17.97142857142857,20.457142857142856,15.9,75.42857142857143,0.3
1,218,0.26666666666666666,8.333,0.26666666666666666,18.98571428571429,22.514285714285712,15.971428571428573,70.14285714285714,0.07142857142857142
1,219,2.0,6.060555555555556,0.16666666666666666,19.214285714285715,21.885714285714283,16.92857142857143,86.57142857142857,10.0
1,220,0.44000000000000006,7.2265625,0.36,20.085714285714285,23.142857142857142,17.62857142857143,84.57142857142857,3.7857142857142856
1,221,0.5638888888888889,6.6519642857142856,0.5638888888888889,17.885714285714286,19.828571428571426,16.442857142857143,84.85714285714286,4.071428571428571
1,222,0.17250340136054423,3.8633944444444452,0.17250340136054423,19.728571428571428,23.614285714285717,16.2,72.42857142857143,0.2
1,223,0.5,26.388833333333334,0.5,25.014285714285716,28.342857142857138,22.214285714285715,80.0,0.0
1,224,1.5222222222222221,8.508750000000001,0.7999999999999999,23.457142857142852,25.9,21.614285714285714,88.85714285714286,8.285714285714286
1,225,1.7166666666666668,11.048444444444444,1.2055555555555555,25.014285714285716,28.814285714285717,21.95714285714286,82.42857142857143,0.1
1,226,0.5785714285714285,19.930500000000002,0.47857142857142854,24.542857142857148,27.757142857142853,22.085714285714282,81.71428571428571,0.7857142857142857
