,County,County,YYYY_WW,BI,CI,HI,Temperature,T Max,T Min,RH,Precp
75,花蓮縣,Hualien,2013_24,0.19540211640211638,452.84965687830686,0.19540211640211638,26.942857142857147,30.000000000000004,24.75714285714286,82.71428571428571,20.928571428571427
76,花蓮縣,Hualien,2013_25,0.19436666666666666,556.1038055555556,0.19436666666666666,27.728571428571428,30.74285714285714,25.12857142857143,77.14285714285714,0.8333333333333334
77,花蓮縣,Hualien,2013_26,0.0,5000.0,0.0,28.6,31.942857142857143,25.67142857142857,73.0,0.0
78,花蓮縣,Hualien,2013_27,0.0757020757020757,1184.6686788766788,0.0757020757020757,28.942857142857147,32.08571428571428,26.04285714285714,74.0,0.42857142857142855
79,花蓮縣,Hualien,2013_28,0.25030128205128205,0.6315421245421245,0.23045604395604397,28.614285714285717,32.77142857142858,25.22857142857143,70.14285714285714,1.4285714285714286
80,花蓮縣,Hualien,2013_29,0.1111111111111111,0.37033333333333335,0.1111111111111111,27.0,30.357142857142858,24.257142857142856,79.85714285714286,4.916666666666667
81,花蓮縣,Hualien,2013_30,0.5555,836.13575,0.5555,28.62857142857143,32.057142857142864,25.585714285714285,77.14285714285714,0.0
82,花蓮縣,Hualien,2013_31,0.0,0.0,0.0,28.38571428571429,32.042857142857144,25.471428571428568,76.14285714285714,0.35714285714285715
83,花蓮縣,Hualien,2013_32,0.27499999999999997,296.72417741228065,0.27499999999999997,29.242857142857144,33.04285714285714,26.1,73.57142857142857,0.0
84,花蓮縣,Hualien,2013_33,0.21000000000000002,0.52529,0.21000000000000002,28.08571428571429,32.042857142857144,25.314285714285717,73.71428571428571,1.4285714285714286
85,花蓮縣,Hualien,2013_34,0.14285714285714285,1786.1755714285714,0.14285714285714285,27.85714285714286,31.38571428571429,25.485714285714288,77.71428571428571,6.442857142857143
86,花蓮縣,Hualien,2013_35,0.625,3751.8871249999997,0.625,28.042857142857144,31.0,25.17142857142857,76.71428571428571,2.4166666666666665
87,花蓮縣,Hualien,2013_36,0.2857142857142857,834.1414523809523,0.23809523809523805,25.957142857142856,29.528571428571432,23.4,77.85714285714286,7.285714285714286
88,花蓮縣,Hualien,2013_37,0.17697619047619048,2381.5757785714286,0.17697619047619048,27.814285714285713,31.3,24.485714285714288,72.71428571428571,1.3
89,花蓮縣,Hualien,2013_38,0.14135757575757574,1286.2723220779221,0.14135757575757574,27.142857142857146,31.17142857142857,23.371428571428574,75.57142857142857,41.833333333333336
90,花蓮縣,Hualien,2013_39,0.0,0.0,0.0,26.12857142857143,29.3,23.542857142857144,72.42857142857143,25.142857142857142
91,花蓮縣,Hualien,2013_40,0.2895142857142857,1484.16125010989,0.24188571428571431,26.485714285714284,30.614285714285717,23.357142857142858,69.42857142857143,0.35714285714285715
92,花蓮縣,Hualien,2013_41,0.07142857142857142,714.4335,0.07142857142857142,26.485714285714288,29.54285714285714,23.91428571428571,80.14285714285714,19.071428571428573
93,花蓮縣,Hualien,2013_42,0.125,3750.2015625,0.125,24.085714285714285,27.657142857142862,21.285714285714285,73.42857142857143,2.7142857142857144
94,花蓮縣,Hualien,2013_43,0.0,0.0,0.0,23.414285714285715,27.114285714285717,20.428571428571427,64.42857142857143,0.0
95,花蓮縣,Hualien,2013_44,1.2036666666666667,1675.3472222222224,0.7406111111111112,22.942857142857143,26.82857142857143,19.75714285714286,76.28571428571429,18.142857142857142
96,花蓮縣,Hualien,2013_45,0.22626262626262625,0.6034484848484848,0.22626262626262625,23.87142857142857,26.485714285714288,21.900000000000002,84.42857142857143,3.2857142857142856
97,花蓮縣,Hualien,2013_46,0.08730158730158728,1667.0133095238095,0.08730158730158728,22.7,25.671428571428574,20.657142857142855,83.71428571428571,1.0
98,花蓮縣,Hualien,2013_47,0.0,2900.0,0.0,19.88571428571429,22.985714285714284,17.87142857142857,68.85714285714286,6.928571428571429
99,花蓮縣,Hualien,2013_48,1.3333333333333333,3.703666666666667,1.3333333333333333,18.928571428571427,22.542857142857144,15.87142857142857,69.0,0.2857142857142857
100,花蓮縣,Hualien,2013_49,0.2529411764705882,2491.0650431372546,0.2529411764705882,18.657142857142855,22.785714285714285,14.928571428571429,64.85714285714286,1.6666666666666667
101,花蓮縣,Hualien,2013_50,0.022222222222222223,416.7251444444444,0.022222222222222223,18.985714285714288,21.842857142857138,16.985714285714284,79.42857142857143,5.833333333333333
102,花蓮縣,Hualien,2013_51,0.0,0.0,0.0,18.214285714285715,20.08571428571429,16.585714285714285,79.71428571428571,8.333333333333334
103,花蓮縣,Hualien,2013_52,0.0,0.0,0.0,17.04285714285714,19.7,14.814285714285715,69.85714285714286,0.07142857142857142
104,花蓮縣,Hualien,2014_01,0.5,6501.587125,0.5,18.6,21.857142857142858,16.071428571428573,67.57142857142857,0.0
105,花蓮縣,Hualien,2014_02,0.07555189908131084,2165.9449244481007,0.07555189908131084,17.728571428571424,20.914285714285715,15.057142857142855,72.14285714285714,0.6666666666666666
106,花蓮縣,Hualien,2014_03,0.23148148148148148,1274.0150648148147,0.23148148148148148,17.585714285714285,21.114285714285717,14.257142857142858,63.57142857142857,0.0
107,花蓮縣,Hualien,2014_04,0.0,1400.0,0.0,16.385714285714283,20.571428571428577,12.342857142857143,57.0,0.07142857142857142
108,花蓮縣,Hualien,2014_05,0.0,0.0,0.0,19.457142857142856,23.82857142857143,15.557142857142859,66.71428571428571,0.0
109,花蓮縣,Hualien,2014_06,0.17777777777777778,556.0650111111112,0.17777777777777778,19.771428571428572,22.157142857142862,17.942857142857143,82.85714285714286,2.7142857142857144
110,花蓮縣,Hualien,2014_07,0.2285714285714286,1644.0980380952383,0.2285714285714286,14.9,16.6,13.328571428571427,81.85714285714286,4.142857142857143
111,花蓮縣,Hualien,2014_08,0.0,2055.5555555555557,0.0,17.04285714285714,20.085714285714285,13.985714285714284,74.14285714285714,1.9285714285714286
112,花蓮縣,Hualien,2014_09,0.0,0.0,0.0,19.342857142857145,22.95714285714286,16.985714285714288,80.28571428571429,1.5999999999999999
113,花蓮縣,Hualien,2014_10,0.02197802197802198,651.7660910518053,0.02197802197802198,17.971428571428568,21.042857142857144,15.799999999999999,79.57142857142857,2.9285714285714284
114,花蓮縣,Hualien,2014_11,0.15,833.6217833333334,0.15,16.742857142857144,18.885714285714283,15.1,76.85714285714286,1.7857142857142858
115,花蓮縣,Hualien,2014_12,0.0,5503.2467532467535,0.0,19.37142857142857,22.685714285714283,16.47142857142857,75.0,0.14285714285714285
116,花蓮縣,Hualien,2014_13,0.0,0.0,0.0,22.228571428571428,25.77142857142857,19.085714285714285,75.71428571428571,3.0
117,花蓮縣,Hualien,2014_14,0.2,4583.877433333333,0.2,20.442857142857143,22.914285714285715,18.585714285714285,78.57142857142857,2.5
118,花蓮縣,Hualien,2014_15,0.1722222222222222,1611.668236111111,0.1722222222222222,21.357142857142858,24.971428571428568,19.3,82.0,2.4285714285714284
119,花蓮縣,Hualien,2014_16,0.10666666666666666,3067.112506666667,0.10666666666666666,23.342857142857145,26.22857142857143,20.614285714285717,73.42857142857143,0.14285714285714285
120,花蓮縣,Hualien,2014_17,0.3333333333333333,4.166666666666667,0.26666666666666666,23.442857142857147,26.685714285714283,21.400000000000002,84.42857142857143,9.571428571428571
121,花蓮縣,Hualien,2014_18,0.0,0.0,0.0,21.97142857142858,24.157142857142862,20.342857142857145,87.71428571428571,11.571428571428571
122,花蓮縣,Hualien,2014_19,0.2993129251700681,477.0681931972789,0.2652925170068027,22.2,25.014285714285712,19.97142857142857,86.28571428571429,8.5
123,花蓮縣,Hualien,2014_20,0.15647222222222223,3722.759641666666,0.15647222222222223,26.185714285714287,29.557142857142857,23.74285714285714,82.57142857142857,2.2142857142857144
124,花蓮縣,Hualien,2014_21,0.9333200000000001,2670.9999733333334,0.8666400000000001,25.014285714285716,27.957142857142856,22.914285714285715,85.85714285714286,8.714285714285714
125,花蓮縣,Hualien,2014_22,0.0833,833.8333333333334,0.0833,27.199999999999996,30.62857142857143,24.67142857142857,83.71428571428571,4.214285714285714
126,花蓮縣,Hualien,2014_23,0.22644444444444442,857.8863111111111,0.17353968253968258,26.52857142857143,29.342857142857138,24.24285714285714,83.0,3.6666666666666665
127,花蓮縣,Hualien,2014_24,0.31064965986394555,3442.9388010204084,0.31064965986394555,26.5,29.5,24.428571428571423,81.0,1.4285714285714286
128,花蓮縣,Hualien,2014_25,3.064814814814815,7.696000000000001,2.061611111111111,28.485714285714284,31.800000000000004,25.900000000000002,81.85714285714286,1.0714285714285714
129,花蓮縣,Hualien,2014_26,0.13333333333333333,0.4444,0.13333333333333333,28.828571428571426,32.228571428571435,26.357142857142858,80.85714285714286,0.0
130,花蓮縣,Hualien,2014_27,0.5133,401.48454,0.5133,29.685714285714283,33.27142857142857,26.514285714285716,77.42857142857143,3.857142857142857
131,花蓮縣,Hualien,2014_28,0.33331666666666665,4667.441733333333,0.33331666666666665,30.514285714285716,33.857142857142854,27.75714285714286,74.71428571428571,0.0
132,花蓮縣,Hualien,2014_29,0.32653061224489793,1715.4771836734694,0.2789020408163266,29.814285714285717,33.42857142857143,26.928571428571427,75.28571428571429,1.1428571428571428
133,花蓮縣,Hualien,2014_30,0.43432954545454544,2937.0556240530304,0.39962121212121215,28.2,31.642857142857142,25.328571428571433,82.0,46.42857142857143
134,花蓮縣,Hualien,2014_31,0.26285238095238095,1435.9453895238096,0.26285238095238095,29.428571428571427,32.8,26.1,76.14285714285714,0.0
135,花蓮縣,Hualien,2014_32,0.8238095238095238,181.7829226190476,0.7999952380952381,29.3,33.18571428571428,26.271428571428576,77.71428571428571,0.35714285714285715
136,花蓮縣,Hualien,2014_33,0.753952380952381,3010.953777777778,0.753952380952381,29.085714285714285,33.371428571428574,26.242857142857144,81.28571428571429,1.8333333333333333
137,花蓮縣,Hualien,2014_34,0.2193877551020408,1429.1636122448979,0.1598520408163265,28.385714285714283,32.12857142857143,25.314285714285713,80.0,1.3571428571428572
138,花蓮縣,Hualien,2014_35,1.3166499999999999,2504.8809,0.56665,29.22857142857143,33.24285714285715,25.900000000000002,74.57142857142857,0.0
139,花蓮縣,Hualien,2014_36,0.7047619047619047,145.68803333333335,0.680947619047619,29.37142857142857,33.728571428571435,25.67142857142857,71.42857142857143,0.6428571428571429
140,花蓮縣,Hualien,2014_37,0.15,2000.3321499999997,0.12221666666666667,29.214285714285715,33.628571428571426,25.757142857142856,77.57142857142857,0.35714285714285715
141,花蓮縣,Hualien,2014_38,0.4909090909090909,919.149115151515,0.32726666666666665,29.0,32.57142857142857,26.3,79.28571428571429,1.9285714285714286
142,花蓮縣,Hualien,2014_39,0.37142857142857144,1.8095238095238095,0.29204761904761906,27.028571428571432,30.128571428571426,24.842857142857138,85.42857142857143,22.428571428571427
143,花蓮縣,Hualien,2014_40,0.10256410256410257,4513.168564102564,0.10256410256410257,27.014285714285716,30.642857142857142,23.814285714285713,72.71428571428571,0.0
144,花蓮縣,Hualien,2014_41,0.4259978021978022,2974.00969010989,0.4259978021978022,26.028571428571432,29.857142857142854,22.571428571428573,66.0,0.8571428571428571
145,花蓮縣,Hualien,2014_42,0.14020608465608467,1918.850070899471,0.14020608465608467,23.557142857142857,26.95714285714286,20.67142857142857,68.85714285714286,3.4285714285714284
146,花蓮縣,Hualien,2014_43,0.11851111111111112,2945.740733333333,0.11851111111111112,24.87142857142857,28.199999999999996,22.114285714285717,78.14285714285714,0.0
147,花蓮縣,Hualien,2014_44,0.9444333333333333,335.92585,0.6111,24.814285714285713,28.328571428571433,21.82857142857143,73.0,0.5
148,花蓮縣,Hualien,2014_45,0.11663333333333332,1869.476869047619,0.11663333333333332,22.485714285714288,25.685714285714287,19.5,69.42857142857143,0.0
149,花蓮縣,Hualien,2014_46,0.41211010101010104,2278.8772305916305,0.3393828282828283,21.414285714285715,24.185714285714287,19.571428571428573,82.71428571428571,8.357142857142858
150,花蓮縣,Hualien,2014_47,0.5777333333333334,667.7575333333333,0.35553333333333337,22.17142857142857,25.414285714285715,18.97142857142857,76.14285714285714,1.3333333333333333
151,花蓮縣,Hualien,2014_48,0.7555000000000001,2.4258666666666664,0.41100000000000003,23.571428571428573,27.32857142857143,20.214285714285715,80.0,0.0
152,花蓮縣,Hualien,2014_49,0.9333333333333332,9.283825,0.5666666666666667,19.27142857142857,22.1,16.614285714285714,74.0,1.2857142857142858
153,花蓮縣,Hualien,2014_50,0.15,1666.9211166666666,0.15,19.0,21.38571428571429,16.642857142857142,77.85714285714286,2.25
154,花蓮縣,Hualien,2014_51,0.4166666666666667,3337.261875,0.4166666666666667,16.557142857142857,19.228571428571428,14.157142857142857,71.85714285714286,0.2857142857142857
155,花蓮縣,Hualien,2014_52,0.6666666666666666,3.03,0.6666666666666666,17.3,19.900000000000002,15.228571428571426,75.71428571428571,3.0833333333333335
156,花蓮縣,Hualien,2014_53,0.3333333333333333,1.0184166666666667,0.3333333333333333,16.514285714285716,19.271428571428572,14.1,69.28571428571429,1.0714285714285714
157,花蓮縣,Hualien,2015_01,0.3970714285714285,2183.392037301587,0.3970714285714285,18.114285714285714,21.114285714285717,15.3,72.0,0.07142857142857142
158,花蓮縣,Hualien,2015_02,0.3154642857142857,3036.8246071428575,0.3154642857142857,17.385714285714286,19.557142857142853,15.471428571428573,77.14285714285714,2.75
159,花蓮縣,Hualien,2015_03,0.20366666666666666,5278.353722222222,0.20366666666666666,17.62857142857143,20.699999999999996,15.12857142857143,65.85714285714286,0.0
160,花蓮縣,Hualien,2015_04,1.1110666666666666,4447.342977777777,0.11106666666666666,18.657142857142855,21.514285714285712,16.628571428571426,78.28571428571429,1.0714285714285714
161,花蓮縣,Hualien,2015_05,0.5499666666666666,4280.019444444445,0.5499666666666666,16.742857142857144,19.77142857142857,14.471428571428572,78.71428571428571,0.9166666666666666
162,花蓮縣,Hualien,2015_06,0.20330880230880233,6407.203855988456,0.20330880230880233,16.228571428571428,19.071428571428573,13.542857142857144,71.28571428571429,0.21428571428571427
163,花蓮縣,Hualien,2015_07,0.0,9696.969696969696,0.0,19.085714285714285,21.585714285714285,16.9,83.0,0.6666666666666666
164,花蓮縣,Hualien,2015_08,0.9165,740.7562142857143,0.9165,22.014285714285712,25.71428571428572,19.62857142857143,82.85714285714286,0.3
165,花蓮縣,Hualien,2015_09,0.5161515151515151,653.3577227272727,0.5161515151515151,18.857142857142858,21.528571428571432,16.62857142857143,80.57142857142857,0.6666666666666666
166,花蓮縣,Hualien,2015_10,0.29590476190476195,6006.771996598639,0.29590476190476195,19.071428571428573,22.728571428571428,16.0,79.28571428571429,3.5714285714285716
167,花蓮縣,Hualien,2015_11,0.55555,5384.725242063492,0.5277666666666666,23.557142857142857,27.0,20.27142857142857,79.28571428571429,0.7142857142857143
168,花蓮縣,Hualien,2015_12,0.4166666666666667,5209.25925,0.27775,19.142857142857142,21.199999999999996,17.8,85.85714285714286,7.714285714285714
169,花蓮縣,Hualien,2015_13,0.48886666666666667,502.0412333333332,0.48886666666666667,24.32857142857143,27.900000000000002,20.985714285714288,79.85714285714286,0.14285714285714285
170,花蓮縣,Hualien,2015_14,0.6166333333333334,2163.5875761904763,0.6166333333333334,21.58571428571429,24.0,19.485714285714288,85.0,2.8333333333333335
171,花蓮縣,Hualien,2015_15,0.6943888888888888,1807.6198333333334,0.6943888888888888,22.0,25.457142857142856,18.842857142857138,77.14285714285714,1.7857142857142858
172,花蓮縣,Hualien,2015_16,0.23807142857142857,3500.6492857142853,0.23807142857142857,22.771428571428572,26.22857142857143,20.514285714285712,84.42857142857143,2.4166666666666665
173,花蓮縣,Hualien,2015_17,0.0,10000.0,0.0,24.214285714285715,27.27142857142857,21.728571428571428,84.28571428571429,3.357142857142857
174,花蓮縣,Hualien,2015_18,0.3074074074074074,2594.395287037037,0.276537037037037,25.171428571428574,28.55714285714286,22.45714285714286,84.42857142857143,5.857142857142857
175,花蓮縣,Hualien,2015_19,0.34623015873015867,5757.037950396826,0.3115009920634921,25.728571428571428,29.28571428571428,22.7,84.28571428571429,2.9285714285714284
176,花蓮縣,Hualien,2015_20,1.2222222222222223,3950.42725,1.1296111111111111,25.74285714285714,28.74285714285714,22.900000000000002,82.57142857142857,1.8333333333333333
177,花蓮縣,Hualien,2015_21,0.4166666666666667,5167.857083333333,0.27775,25.771428571428572,28.557142857142853,23.7,89.57142857142857,8.285714285714286
178,花蓮縣,Hualien,2015_22,1.0555,836.8054166666667,0.6110833333333333,27.800000000000004,30.857142857142858,25.371428571428574,84.14285714285714,4.428571428571429
179,花蓮縣,Hualien,2015_23,0.19480519480519481,3863.9631103896104,0.12337662337662338,28.628571428571426,31.828571428571426,25.54285714285714,79.28571428571429,0.0
