,County_EN,Year_Week,Temperature,RH,T Max,T Min,Precp
56,Taichung,2013_05,18.2,68.28571428571429,24.300000000000004,13.457142857142857,0.014285714285714287
57,Taichung,2013_06,19.714285714285715,75.85714285714286,25.228571428571424,16.7,0.15714285714285717
58,Taichung,2013_07,18.599999999999998,74.71428571428571,24.02857142857143,15.228571428571428,0.014285714285714287
59,Taichung,2013_08,19.04285714285714,73.71428571428571,24.12857142857143,15.671428571428569,0.0
60,Taichung,2013_09,19.900000000000002,74.0,25.24285714285714,16.314285714285713,0.39999999999999997
61,Taichung,2013_10,18.22857142857143,63.42857142857143,24.042857142857144,13.271428571428572,0.014285714285714287
62,Taichung,2013_11,20.728571428571428,69.85714285714286,26.5,16.657142857142855,0.09999999999999999
63,Taichung,2013_12,23.414285714285715,76.14285714285714,27.985714285714288,19.928571428571427,2.8000000000000003
64,Taichung,2013_13,21.9,75.71428571428571,26.714285714285715,18.542857142857144,5.485714285714286
65,Taichung,2013_14,21.514285714285712,83.42857142857143,25.357142857142858,18.8,22.385714285714283
66,Taichung,2013_15,19.314285714285713,78.0,22.785714285714285,16.95714285714286,4.8428571428571425
67,Taichung,2013_16,23.785714285714285,79.57142857142857,27.614285714285717,20.985714285714288,3.2285714285714286
68,Taichung,2013_17,22.900000000000002,75.57142857142857,26.857142857142854,20.12857142857143,5.171428571428572
69,Taichung,2013_18,23.428571428571427,77.42857142857143,27.400000000000002,20.17142857142857,4.771428571428572
70,Taichung,2013_19,26.41428571428571,74.14285714285714,30.3,23.642857142857142,4.8428571428571425
71,Taichung,2013_20,26.457142857142856,77.85714285714286,30.214285714285715,23.514285714285712,15.685714285714285
72,Taichung,2013_21,26.45714285714286,79.71428571428571,30.928571428571427,23.928571428571434,27.085714285714285
73,Taichung,2013_22,29.214285714285715,66.57142857142857,33.18571428571429,25.814285714285713,0.0
74,Taichung,2013_23,28.6,68.0,32.74285714285714,25.071428571428573,0.8714285714285716
75,Taichung,2013_24,27.87142857142857,79.28571428571429,31.914285714285715,25.37142857142857,5.8999999999999995
76,Taichung,2013_25,28.985714285714288,73.42857142857143,33.50000000000001,25.62857142857143,1.5
77,Taichung,2013_26,29.442857142857143,69.57142857142857,33.45714285714286,26.414285714285715,2.1
78,Taichung,2013_27,28.82857142857143,72.57142857142857,34.34285714285715,24.842857142857145,3.4285714285714284
79,Taichung,2013_28,27.35714285714286,77.14285714285714,32.65714285714286,23.8,45.871428571428574
80,Taichung,2013_29,27.614285714285717,75.71428571428571,32.82857142857143,24.085714285714285,9.428571428571429
81,Taichung,2013_30,28.557142857142853,74.0,33.42857142857142,24.914285714285715,5.742857142857143
82,Taichung,2013_31,28.571428571428573,72.42857142857143,33.47142857142857,24.442857142857143,2.6285714285714286
83,Taichung,2013_32,29.74285714285714,69.57142857142857,34.07142857142857,26.25714285714286,0.0
84,Taichung,2013_33,28.585714285714285,75.57142857142857,32.91428571428572,25.5,11.599999999999998
85,Taichung,2013_34,27.52857142857143,79.71428571428571,31.514285714285712,25.014285714285712,50.51428571428571
86,Taichung,2013_35,26.828571428571433,84.14285714285714,30.3,24.142857142857142,46.6
87,Taichung,2013_36,26.414285714285715,76.0,30.314285714285717,22.785714285714285,3.042857142857143
88,Taichung,2013_37,28.285714285714285,76.28571428571429,32.65714285714286,24.9,1.8857142857142857
89,Taichung,2013_38,28.885714285714283,67.57142857142857,33.05714285714286,25.442857142857143,0.5714285714285714
90,Taichung,2013_39,27.471428571428568,72.85714285714286,31.428571428571427,24.614285714285717,0.9142857142857144
91,Taichung,2013_40,26.54285714285714,66.57142857142857,30.82857142857143,23.342857142857145,0.0
92,Taichung,2013_41,27.085714285714285,73.28571428571429,31.371428571428574,23.914285714285715,0.38571428571428573
93,Taichung,2013_42,25.52857142857143,62.714285714285715,30.428571428571427,21.67142857142857,0.0
94,Taichung,2013_43,22.942857142857143,60.42857142857143,27.685714285714283,20.27142857142857,0.0
95,Taichung,2013_44,23.542857142857144,69.85714285714286,29.08571428571429,19.285714285714285,0.14285714285714285
96,Taichung,2013_45,24.78571428571428,75.14285714285714,28.771428571428572,22.11428571428572,0.0
97,Taichung,2013_46,23.84285714285715,73.28571428571429,28.271428571428572,20.985714285714288,0.08571428571428572
98,Taichung,2013_47,20.342857142857145,56.857142857142854,25.685714285714287,16.171428571428574,0.08571428571428572
99,Taichung,2013_48,18.314285714285713,65.71428571428571,23.0,14.55714285714286,2.9142857142857146
100,Taichung,2013_49,18.185714285714287,59.0,25.657142857142855,12.100000000000003,0.0
101,Taichung,2013_50,19.357142857142858,69.57142857142857,22.84285714285715,16.842857142857145,0.2714285714285714
102,Taichung,2013_51,16.499999999999996,80.28571428571429,19.47142857142857,14.700000000000001,9.414285714285715
103,Taichung,2013_52,15.342857142857142,71.0,19.457142857142856,12.657142857142857,0.21428571428571425
104,Taichung,2014_01,17.22857142857143,70.57142857142857,22.814285714285713,12.8,0.3
105,Taichung,2014_02,16.7,69.85714285714286,22.714285714285715,12.942857142857145,0.0
106,Taichung,2014_03,15.985714285714284,65.71428571428571,20.985714285714288,12.414285714285715,0.0
107,Taichung,2014_04,14.485714285714286,60.142857142857146,21.042857142857144,9.214285714285714,0.0
108,Taichung,2014_05,17.571428571428573,66.42857142857143,24.428571428571427,12.385714285714286,0.0
109,Taichung,2014_06,20.099999999999998,73.85714285714286,25.014285714285712,16.571428571428573,2.3000000000000003
110,Taichung,2014_07,12.971428571428572,78.71428571428571,15.857142857142856,11.042857142857143,2.642857142857143
111,Taichung,2014_08,15.871428571428572,72.14285714285714,22.114285714285717,11.342857142857142,1.5142857142857142
112,Taichung,2014_09,19.457142857142856,71.42857142857143,25.61428571428571,14.87142857142857,0.0
113,Taichung,2014_10,16.82857142857143,76.57142857142857,20.957142857142856,14.542857142857144,1.2857142857142858
114,Taichung,2014_11,17.47142857142857,73.14285714285714,21.342857142857145,14.942857142857145,4.4
115,Taichung,2014_12,20.114285714285717,69.28571428571429,25.0,15.914285714285715,0.4142857142857143
116,Taichung,2014_13,23.41428571428571,70.42857142857143,28.942857142857147,18.971428571428568,0.7142857142857143
117,Taichung,2014_14,21.95714285714286,71.57142857142857,26.32857142857143,19.057142857142853,2.1714285714285717
118,Taichung,2014_15,23.685714285714287,69.0,28.885714285714283,19.942857142857147,0.1142857142857143
119,Taichung,2014_16,24.97142857142857,67.0,30.342857142857145,21.728571428571428,0.014285714285714287
120,Taichung,2014_17,25.171428571428574,71.28571428571429,29.942857142857143,22.057142857142857,0.2285714285714286
121,Taichung,2014_18,24.71428571428571,71.57142857142857,29.24285714285714,20.885714285714283,3.257142857142857
122,Taichung,2014_19,23.02857142857143,79.14285714285714,26.62857142857143,20.157142857142862,10.500000000000002
123,Taichung,2014_20,27.12857142857143,74.57142857142857,31.771428571428576,23.67142857142857,37.285714285714285
124,Taichung,2014_21,25.657142857142855,83.0,29.32857142857143,23.485714285714284,38.042857142857144
125,Taichung,2014_22,27.957142857142856,76.28571428571429,32.0,24.871428571428567,7.742857142857142
126,Taichung,2014_23,27.6,77.42857142857143,32.01428571428572,24.68571428571428,20.25714285714286
127,Taichung,2014_24,27.97142857142857,74.71428571428571,32.51428571428571,25.242857142857144,1.5999999999999999
128,Taichung,2014_25,29.22857142857143,73.42857142857143,33.114285714285714,26.428571428571434,1.157142857142857
129,Taichung,2014_26,29.514285714285716,70.71428571428571,33.65714285714286,26.242857142857144,2.1
130,Taichung,2014_27,29.871428571428574,70.28571428571429,34.099999999999994,26.8,0.7428571428571429
131,Taichung,2014_28,30.771428571428572,67.42857142857143,34.82857142857143,27.64285714285714,0.4428571428571429
132,Taichung,2014_29,30.342857142857138,67.71428571428571,35.042857142857144,27.014285714285716,0.5285714285714286
133,Taichung,2014_30,29.099999999999998,75.28571428571429,33.128571428571426,25.9,16.014285714285712
134,Taichung,2014_31,29.95714285714286,76.85714285714286,33.857142857142854,26.557142857142857,4.314285714285714
135,Taichung,2014_32,29.02857142857143,80.14285714285714,33.55714285714286,25.885714285714283,23.8
136,Taichung,2014_33,28.58571428571429,80.0,32.24285714285714,25.842857142857145,5.957142857142857
137,Taichung,2014_34,28.642857142857142,72.85714285714286,32.8,24.885714285714283,1.7571428571428573
138,Taichung,2014_35,29.014285714285712,73.28571428571429,33.528571428571425,25.52857142857143,8.242857142857144
139,Taichung,2014_36,29.428571428571427,72.0,33.728571428571435,25.714285714285715,0.0
140,Taichung,2014_37,29.499999999999996,72.14285714285714,33.4,26.47142857142857,0.37142857142857144
141,Taichung,2014_38,30.3,72.42857142857143,34.65714285714285,26.542857142857144,0.9714285714285714
142,Taichung,2014_39,27.842857142857138,79.85714285714286,32.142857142857146,24.957142857142852,5.371428571428572
143,Taichung,2014_40,27.685714285714283,68.71428571428571,31.814285714285717,24.842857142857138,0.0
144,Taichung,2014_41,25.65714285714285,62.57142857142857,30.7,21.97142857142857,0.0
145,Taichung,2014_42,24.357142857142854,61.42857142857143,29.642857142857142,20.157142857142862,0.0
146,Taichung,2014_43,25.657142857142855,66.71428571428571,31.414285714285715,21.642857142857142,0.0
147,Taichung,2014_44,25.771428571428572,72.14285714285714,30.74285714285714,22.38571428571429,0.0
148,Taichung,2014_45,23.628571428571426,65.28571428571429,28.814285714285713,20.4,0.0
149,Taichung,2014_46,22.314285714285713,72.85714285714286,26.685714285714283,19.2,0.13333333333333333
150,Taichung,2014_47,22.08571428571429,71.14285714285714,27.75714285714286,17.9,0.0
151,Taichung,2014_48,23.699999999999996,75.42857142857143,29.628571428571433,19.557142857142857,0.0
152,Taichung,2014_49,18.814285714285717,72.85714285714286,23.257142857142856,15.2,1.757142857142857
153,Taichung,2014_50,18.414285714285715,71.71428571428571,23.099999999999998,15.02857142857143,0.028571428571428574
154,Taichung,2014_51,16.32857142857143,67.0,20.771428571428572,12.771428571428572,0.3
155,Taichung,2014_52,16.757142857142856,73.0,21.5,13.528571428571428,1.7
156,Taichung,2014_53,15.37142857142857,67.85714285714286,21.085714285714285,11.299999999999999,0.5
157,Taichung,2015_01,17.642857142857142,64.85714285714286,24.071428571428577,13.142857142857142,0.0
158,Taichung,2015_02,17.414285714285715,68.42857142857143,22.914285714285715,13.6,1.2857142857142858
159,Taichung,2015_03,16.4,65.14285714285714,22.61428571428572,11.371428571428572,0.1142857142857143
160,Taichung,2015_04,17.82857142857143,75.57142857142857,22.585714285714285,15.314285714285713,0.35714285714285715
161,Taichung,2015_05,15.985714285714284,73.71428571428571,21.285714285714285,13.128571428571428,0.0
162,Taichung,2015_06,15.842857142857143,60.0,21.814285714285713,11.314285714285713,0.0
163,Taichung,2015_07,19.785714285714285,70.57142857142857,26.042857142857144,15.728571428571428,2.4
164,Taichung,2015_08,20.914285714285715,78.14285714285714,26.885714285714283,17.599999999999998,0.6285714285714287
165,Taichung,2015_09,19.085714285714285,71.57142857142857,24.042857142857144,15.657142857142857,0.028571428571428574
166,Taichung,2015_10,18.157142857142855,76.85714285714286,22.94285714285714,14.77142857142857,1.05
167,Taichung,2015_11,24.24285714285714,74.0,30.185714285714287,20.714285714285715,0.1285714285714286
168,Taichung,2015_12,19.914285714285715,75.42857142857143,24.6,16.742857142857144,2.485714285714286
169,Taichung,2015_13,25.914285714285715,69.42857142857143,32.17142857142857,21.385714285714283,0.0
170,Taichung,2015_14,22.285714285714285,71.71428571428571,26.957142857142856,18.742857142857144,4.071428571428571
171,Taichung,2015_15,22.714285714285715,61.0,28.842857142857145,17.57142857142857,0.9714285714285715
172,Taichung,2015_16,25.028571428571432,70.42857142857143,29.87142857142857,22.042857142857144,1.7714285714285716
173,Taichung,2015_17,26.914285714285715,68.28571428571429,32.357142857142854,23.5,0.0
174,Taichung,2015_18,26.928571428571423,74.57142857142857,30.985714285714284,24.014285714285712,2.5714285714285716
175,Taichung,2015_19,27.914285714285715,72.0,32.68571428571429,24.47142857142857,9.657142857142857
176,Taichung,2015_20,26.5,76.85714285714286,30.385714285714283,23.571428571428573,29.871428571428574
177,Taichung,2015_21,26.314285714285713,85.42857142857143,29.24285714285714,24.35714285714286,48.65714285714285
178,Taichung,2015_22,27.97142857142857,76.42857142857143,32.07142857142857,24.799999999999994,5.114285714285714
179,Taichung,2015_23,29.714285714285715,69.85714285714286,33.77142857142857,26.214285714285715,0.0
180,Taichung,2015_24,30.22857142857143,67.85714285714286,34.57142857142857,26.699999999999996,0.0
181,Taichung,2015_25,29.900000000000002,71.71428571428571,34.58571428571429,26.571428571428577,7.814285714285715
182,Taichung,2015_26,30.44285714285714,68.28571428571429,34.385714285714286,27.52857142857143,0.24285714285714285
183,Taichung,2015_27,28.871428571428574,76.14285714285714,32.35714285714286,26.557142857142853,2.7285714285714286
184,Taichung,2015_28,29.757142857142856,71.71428571428571,33.51428571428572,26.5,1.5285714285714287
185,Taichung,2015_29,28.871428571428567,68.0,33.31428571428572,25.257142857142856,2.314285714285714
186,Taichung,2015_30,28.585714285714285,69.71428571428571,33.628571428571426,24.97142857142857,3.6285714285714286
187,Taichung,2015_31,29.057142857142857,67.71428571428571,33.08571428571428,25.971428571428568,7.514285714285714
188,Taichung,2015_32,28.271428571428572,74.57142857142857,32.27142857142858,25.114285714285717,5.342857142857143
189,Taichung,2015_33,28.428571428571427,76.71428571428571,32.91428571428571,25.085714285714285,13.483333333333334
190,Taichung,2015_34,26.971428571428568,81.28571428571429,30.328571428571426,25.157142857142855,22.442857142857147
191,Taichung,2015_35,26.785714285714285,80.0,30.857142857142858,24.071428571428573,7.642857142857144
192,Taichung,2015_36,27.55714285714285,72.0,31.957142857142856,24.442857142857147,11.971428571428572
193,Taichung,2015_37,28.071428571428577,68.14285714285714,33.042857142857144,24.485714285714288,0.0
194,Taichung,2015_38,28.414285714285715,69.42857142857143,32.44285714285714,25.357142857142858,0.0
195,Taichung,2015_39,27.64285714285714,75.71428571428571,31.514285714285716,24.771428571428572,12.428571428571429
196,Taichung,2015_40,27.342857142857145,73.85714285714286,31.24285714285714,24.842857142857138,1.8500000000000003
197,Taichung,2015_41,24.5,64.85714285714286,29.4,20.9,0.07142857142857142
198,Taichung,2015_42,26.17142857142857,73.14285714285714,30.057142857142853,23.428571428571427,0.34285714285714286
199,Taichung,2015_43,25.942857142857143,72.71428571428571,30.428571428571427,23.042857142857144,0.0
200,Taichung,2015_44,25.171428571428574,73.57142857142857,29.6,22.228571428571428,0.0
201,Taichung,2015_45,25.428571428571427,71.57142857142857,30.1,22.014285714285712,0.0
202,Taichung,2015_46,25.542857142857144,73.28571428571429,30.614285714285717,21.842857142857145,0.31428571428571433
203,Taichung,2015_47,21.657142857142855,65.57142857142857,26.742857142857144,17.742857142857144,0.0
204,Taichung,2015_48,21.928571428571427,70.57142857142857,27.085714285714282,18.014285714285712,0.06666666666666667
205,Taichung,2015_49,20.4,74.85714285714286,24.7,17.514285714285712,6.828571428571428
206,Taichung,2015_50,17.628571428571426,68.57142857142857,22.400000000000002,13.914285714285713,0.0
207,Taichung,2015_51,20.37142857142857,78.28571428571429,24.357142857142858,17.242857142857144,0.18571428571428572
208,Taichung,2015_52,18.24285714285714,74.14285714285714,22.842857142857145,15.185714285714285,0.5142857142857143
209,Taichung,2016_01,19.785714285714285,80.85714285714286,23.957142857142856,17.62857142857143,8.033333333333333
210,Taichung,2016_02,17.085714285714285,79.85714285714286,20.8,14.357142857142858,6.483333333333334
211,Taichung,2016_03,15.985714285714284,79.0,19.657142857142862,13.714285714285717,7.942857142857143
212,Taichung,2016_04,13.542857142857143,78.57142857142857,17.285714285714285,10.857142857142858,10.333333333333334
213,Taichung,2016_05,14.971428571428572,77.0,18.52857142857143,12.285714285714288,1.3
214,Taichung,2016_06,17.557142857142857,64.85714285714286,24.528571428571432,11.899999999999997,1.3
215,Taichung,2016_07,15.914285714285713,74.42857142857143,20.25714285714286,12.971428571428572,0.8142857142857142
216,Taichung,2016_08,16.52857142857143,75.85714285714286,19.528571428571432,14.1,0.042857142857142864
217,Taichung,2016_09,19.114285714285717,65.14285714285714,25.099999999999998,13.857142857142858,0.0
218,Taichung,2016_10,18.471428571428568,80.57142857142857,22.171428571428574,15.242857142857144,14.099999999999998
219,Taichung,2016_11,18.67142857142857,85.42857142857143,22.4,16.17142857142857,6.128571428571429
220,Taichung,2016_12,16.614285714285714,81.28571428571429,19.757142857142856,14.12857142857143,7.571428571428571
221,Taichung,2016_13,20.457142857142856,65.28571428571429,25.87142857142857,15.728571428571428,0.0
222,Taichung,2016_14,25.471428571428568,75.71428571428571,30.642857142857142,21.842857142857145,0.0
223,Taichung,2016_15,23.714285714285715,82.42857142857143,27.785714285714285,20.97142857142857,16.085714285714285
224,Taichung,2016_16,25.557142857142857,76.71428571428571,30.485714285714288,21.557142857142857,2.3000000000000003
225,Taichung,2016_17,25.428571428571427,74.71428571428571,29.271428571428572,21.87142857142857,9.116666666666667
226,Taichung,2016_18,27.257142857142856,75.42857142857143,31.38571428571429,23.471428571428568,2.3285714285714287
227,Taichung,2016_19,27.985714285714288,73.14285714285714,32.34285714285714,24.47142857142857,6.014285714285714
228,Taichung,2016_20,25.714285714285715,75.0,29.699999999999996,22.457142857142856,2.5714285714285716
229,Taichung,2016_21,28.342857142857145,77.28571428571429,32.785714285714285,25.142857142857142,4.64
230,Taichung,2016_22,30.12857142857143,73.28571428571429,33.99999999999999,27.24285714285714,3.1
231,Taichung,2016_23,27.428571428571427,80.85714285714286,31.285714285714285,24.985714285714288,13.985714285714286
232,Taichung,2016_24,28.057142857142857,79.71428571428571,32.228571428571435,25.085714285714285,16.1
233,Taichung,2016_25,29.500000000000004,73.42857142857143,34.42857142857143,25.685714285714287,0.45
234,Taichung,2016_26,29.47142857142857,75.71428571428571,34.67142857142857,25.771428571428572,3.5500000000000003
235,Taichung,2016_27,28.642857142857142,78.71428571428571,33.628571428571426,25.442857142857147,7.871428571428572
236,Taichung,2016_28,29.757142857142856,70.85714285714286,33.885714285714286,26.52857142857143,0.24285714285714285
237,Taichung,2016_29,29.25714285714286,73.14285714285714,34.0,25.842857142857145,12.233333333333334
238,Taichung,2016_30,30.071428571428573,69.14285714285714,35.02857142857143,26.371428571428574,2.5714285714285716
239,Taichung,2016_31,29.657142857142855,75.14285714285714,34.385714285714286,26.085714285714285,2.0714285714285716
240,Taichung,2016_32,28.414285714285715,82.0,32.57142857142857,25.814285714285713,18.0
241,Taichung,2016_33,28.228571428571428,80.28571428571429,33.714285714285715,25.0,9.916666666666666
242,Taichung,2016_34,29.957142857142852,75.14285714285714,33.78571428571429,26.87142857142857,0.2333333333333333
243,Taichung,2016_35,28.25714285714286,72.71428571428571,31.814285714285713,25.8,0.5857142857142856
244,Taichung,2016_36,27.75714285714286,80.71428571428571,31.857142857142858,25.071428571428573,4.042857142857143
245,Taichung,2016_37,28.0,78.0,32.45714285714286,24.957142857142856,3.242857142857143
246,Taichung,2016_38,27.95714285714286,71.28571428571429,32.42857142857143,24.45714285714286,0.21428571428571427
247,Taichung,2016_39,27.65714285714285,79.85714285714286,31.242857142857144,25.028571428571432,11.799999999999999
248,Taichung,2016_40,27.599999999999998,79.42857142857143,31.214285714285715,24.885714285714283,2.357142857142857
249,Taichung,2016_41,26.414285714285718,76.71428571428571,30.542857142857144,23.571428571428573,0.19999999999999998
250,Taichung,2016_42,28.514285714285712,75.71428571428571,32.642857142857146,25.142857142857142,0.8571428571428571
251,Taichung,2016_43,27.857142857142858,76.14285714285714,32.27142857142857,24.642857142857146,0.0
252,Taichung,2016_44,24.285714285714285,67.85714285714286,29.257142857142856,21.228571428571428,0.0
253,Taichung,2016_45,23.585714285714282,72.0,28.22857142857143,20.514285714285712,0.2571428571428572
254,Taichung,2016_46,24.985714285714288,76.85714285714286,30.642857142857142,21.071428571428573,0.0
255,Taichung,2016_47,22.842857142857145,80.71428571428571,26.3,20.428571428571427,8.27142857142857
256,Taichung,2016_48,21.314285714285713,76.28571428571429,25.47142857142857,18.5,2.9
257,Taichung,2016_49,21.785714285714285,74.85714285714286,26.614285714285717,18.557142857142853,0.0
258,Taichung,2016_50,19.557142857142857,68.0,24.61428571428571,16.12857142857143,0.0
259,Taichung,2016_51,21.414285714285715,72.57142857142857,27.885714285714283,17.314285714285713,0.0
260,Taichung,2016_52,18.342857142857145,77.42857142857143,22.742857142857144,15.242857142857142,1.2
261,Taichung,2017_01,20.9,82.28571428571429,26.157142857142855,17.45714285714286,0.0
262,Taichung,2017_02,19.25714285714286,76.0,24.32857142857143,15.92857142857143,0.5
263,Taichung,2017_03,17.585714285714285,76.85714285714286,22.785714285714285,14.728571428571428,0.16666666666666666
264,Taichung,2017_04,17.24285714285714,68.42857142857143,24.114285714285717,13.085714285714285,0.0
265,Taichung,2017_05,19.37142857142857,71.71428571428571,24.985714285714288,15.885714285714284,0.0
266,Taichung,2017_06,16.77142857142857,65.71428571428571,21.942857142857143,13.842857142857143,0.0
267,Taichung,2017_07,18.257142857142856,65.14285714285714,25.357142857142858,12.957142857142859,0.0
268,Taichung,2017_08,19.071428571428573,78.57142857142857,24.22857142857143,15.328571428571427,2.216666666666667
269,Taichung,2017_09,17.714285714285715,67.57142857142857,22.38571428571429,14.371428571428572,1.56
270,Taichung,2017_10,19.0,76.85714285714286,23.17142857142857,16.042857142857144,2.84
271,Taichung,2017_11,20.04285714285714,76.14285714285714,24.842857142857145,16.95714285714286,1.0714285714285714
272,Taichung,2017_12,22.24285714285714,73.42857142857143,28.485714285714284,18.11428571428571,0.1
273,Taichung,2017_13,19.95714285714286,68.42857142857143,25.642857142857142,15.185714285714287,3.0
274,Taichung,2017_14,22.071428571428573,63.142857142857146,27.799999999999994,17.314285714285713,0.21428571428571427
275,Taichung,2017_15,23.67142857142857,79.57142857142857,27.928571428571423,19.61428571428571,7.714285714285714
276,Taichung,2017_16,25.685714285714287,77.42857142857143,30.1,22.428571428571434,3.185714285714286
277,Taichung,2017_17,22.114285714285717,76.85714285714286,26.728571428571428,18.328571428571426,2.2142857142857144
278,Taichung,2017_18,25.900000000000002,69.71428571428571,31.057142857142857,21.757142857142856,0.0
279,Taichung,2017_19,27.9,71.14285714285714,32.5,24.314285714285713,0.0
280,Taichung,2017_20,25.571428571428566,77.57142857142857,30.085714285714285,22.242857142857144,7.571428571428571
