ID,Time,BI,CI,HI,Tave,Tmax,Tmin,RH,Precp
1.0,96,0.09,0.291514286,0.08730158699999999,22.94,26.82857143,19.75714286,76.29,18.14
1.0,97,0.0,0.0,0.0,23.87,26.48571429,21.9,84.43,3.29
1.0,98,1.33,3.703666667,1.333333333,22.7,25.67142857,20.65714286,83.71,1.0
1.0,99,0.25,1.1352166670000001,0.252941176,19.89,22.98571429,17.87142857,68.86,6.93
1.0,100,0.02,0.058477778,0.022222222000000003,18.93,22.54285714,15.87142857,69.0,0.29
1.0,101,0.0,0.0,0.0,18.66,22.78571429,14.92857143,64.86,1.67
1.0,102,0.0,0.0,0.0,18.99,21.84285714,16.98571429,79.43,5.83
1.0,103,0.5,3.17425,0.5,18.21,20.08571429,16.58571429,79.71,8.33
1.0,104,0.08,0.218622564,0.075551899,17.04,19.7,14.81428571,69.86,0.07
1.0,105,0.23,1.1470714290000001,0.23148148100000002,18.6,21.85714286,16.07142857,67.57,0.0
1.0,106,0.0,0.0,0.0,17.73,20.91428571,15.05714286,72.14,0.67
1.0,107,0.0,0.0,0.0,17.59,21.11428571,14.25714286,63.57,0.0
1.0,108,0.18,0.65565,0.177777778,16.39,20.57142857,12.34285714,57.0,0.07
1.0,109,0.23,1.3307305759999999,0.228571429,19.46,23.82857143,15.55714286,66.71,0.0
1.0,110,0.0,0.0,0.0,19.77,22.15714286,17.94285714,82.86,2.71
1.0,111,0.0,0.0,0.0,14.9,16.6,13.32857143,81.86,4.14
1.0,112,0.02,0.446428571,0.021978022000000003,17.04,20.08571429,13.98571429,74.14,1.93
1.0,113,0.15,0.341866667,0.15,19.34,22.95714286,16.98571429,80.29,1.6
1.0,114,0.0,0.0,0.0,17.97,21.04285714,15.8,79.57,2.93
1.0,115,0.0,0.0,0.0,16.74,18.88571429,15.1,76.86,1.79
1.0,116,0.2,0.7254666670000001,0.2,19.37,22.68571429,16.47142857,75.0,0.14
1.0,117,0.17,0.571709821,0.17222222199999998,22.23,25.77142857,19.08571429,75.71,3.0
1.0,118,0.11,0.48155,0.10666666699999999,20.44,22.91428571,18.58571429,78.57,2.5
1.0,119,0.33,4.166666667,0.26666666699999997,21.36,24.97142857,19.3,82.0,2.43
1.0,120,0.0,0.0,0.0,23.34,26.22857143,20.61428571,73.43,0.14
1.0,121,0.3,0.976919388,0.265292517,23.44,26.68571429,21.4,84.43,9.57
1.0,122,0.16,0.691195,0.156472222,21.97,24.15714286,20.34285714,87.71,11.57
1.0,123,0.93,7.499966667000001,0.86664,22.2,25.01428571,19.97142857,86.29,8.5
1.0,124,0.08,0.5,0.0833,26.19,29.55714286,23.74285714,82.57,2.21
1.0,125,0.23,0.995539683,0.173539683,25.01,27.95714286,22.91428571,85.86,8.71
1.0,126,0.31,1.6125,0.31064966,27.2,30.62857143,24.67142857,83.71,4.21
1.0,127,3.06,7.696000000000001,2.061611111,26.53,29.34285714,24.24285714,83.0,3.67
1.0,128,0.13,0.4444,0.133333333,26.5,29.5,24.42857143,81.0,1.43
1.0,129,0.51,1.5512,0.5133,28.49,31.8,25.9,81.86,1.07
1.0,130,0.33,1.177166667,0.333316667,28.83,32.22857143,26.35714286,80.86,0.0
1.0,131,0.33,1.702547619,0.278902041,29.69,33.27142857,26.51428571,77.43,3.86
1.0,132,0.43,1.99167197,0.399621212,30.51,33.85714286,27.75714286,74.71,0.0
1.0,133,0.26,2.984704396,0.262852381,29.81,33.42857143,26.92857143,75.29,1.14
1.0,134,0.82,2.600658974,0.7999952379999999,28.2,31.64285714,25.32857143,82.0,46.43
1.0,135,0.75,7.113066667000001,0.753952381,29.43,32.8,26.1,76.14,0.0
1.0,136,0.22,0.690880952,0.159852041,29.3,33.18571429,26.27142857,77.71,0.36
1.0,137,1.32,6.507866667,0.56665,29.09,33.37142857,26.24285714,81.29,1.83
1.0,138,0.7,2.851494872,0.6809476190000001,28.39,32.12857143,25.31428571,80.0,1.36
1.0,139,0.15,0.4151875,0.12221666699999999,29.23,33.24285714,25.9,74.57,0.0
1.0,140,0.49,3.618781818,0.327266667,29.37,33.72857143,25.67142857,71.43,0.64
1.0,141,0.37,1.80952381,0.292047619,29.21,33.62857143,25.75714286,77.57,0.36
1.0,142,0.1,0.617,0.102564103,29.0,32.57142857,26.3,79.29,1.93
1.0,143,0.43,1.83787963,0.42599780200000004,27.03,30.12857143,24.84285714,85.43,22.43
1.0,144,0.14,1.351171429,0.140206085,27.01,30.64285714,23.81428571,72.71,0.0
1.0,145,0.12,2.083321429,0.118511111,26.03,29.85714286,22.57142857,66.0,0.86
1.0,146,0.94,2.62337963,0.6111,23.56,26.95714286,20.67142857,68.86,3.43
1.0,147,0.12,0.45955,0.116633333,24.87,28.2,22.11428571,78.14,0.0
1.0,148,0.41,2.145644444,0.33938282799999997,24.81,28.32857143,21.82857143,73.0,0.5
1.0,149,0.58,1.090866667,0.35553333299999995,22.49,25.68571429,19.5,69.43,0.0
1.0,150,0.76,2.4258666669999998,0.41100000000000003,21.41,24.18571429,19.57142857,82.71,8.36
1.0,151,0.93,9.283825,0.566666667,22.17,25.41428571,18.97142857,76.14,1.33
1.0,152,0.15,0.30534,0.15,23.57,27.32857143,20.21428571,80.0,0.0
1.0,153,0.42,4.952333333,0.41666666700000005,19.27,22.1,16.61428571,74.0,1.29
1.0,154,0.67,3.03,0.666666667,19.0,21.38571429,16.64285714,77.86,2.25
1.0,155,0.33,1.018416667,0.333333333,16.56,19.22857143,14.15714286,71.86,0.29
1.0,156,0.4,1.118493333,0.397071429,17.3,19.9,15.22857143,75.71,3.08
1.0,157,0.32,1.428916667,0.31546428600000004,16.51,19.27142857,14.1,69.29,1.07
1.0,158,0.2,2.05425,0.203666667,18.11,21.11428571,15.3,72.0,0.07
1.0,159,1.11,4.3478,0.111066667,17.39,19.55714286,15.47142857,77.14,2.75
1.0,160,0.55,3.418625,0.5499666670000001,17.63,20.7,15.12857143,65.86,0.0
1.0,161,0.2,3.5491777780000002,0.20330880199999998,18.66,21.51428571,16.62857143,78.29,1.07
1.0,162,0.0,0.0,0.0,16.74,19.77142857,14.47142857,78.71,0.92
1.0,163,0.92,26.4705,0.9165,16.23,19.07142857,13.54285714,71.29,0.21
1.0,164,0.52,2.010771429,0.516151515,19.09,21.58571429,16.9,83.0,0.67
1.0,165,0.3,11.4375,0.295904762,22.01,25.71428571,19.62857143,82.86,0.3
1.0,166,0.56,9.600266667,0.5277666670000001,18.86,21.52857143,16.62857143,80.57,0.67
1.0,167,0.42,1.851833333,0.27775,19.07,22.72857143,16.0,79.29,3.57
1.0,168,0.49,2.488866667,0.48886666700000003,23.56,27.0,20.27142857,79.29,0.71
1.0,169,0.62,21.04293333,0.616633333,19.14,21.2,17.8,85.86,7.71
1.0,170,0.69,2.554444444,0.6943888890000001,24.33,27.9,20.98571429,79.86,0.14
1.0,171,0.24,1.515,0.23807142899999997,21.59,24.0,19.48571429,85.0,2.83
1.0,172,0.0,2.081364286,0.0,22.0,25.45714286,18.84285714,77.14,1.79
1.0,173,0.31,2.647728571,0.276537037,22.77,26.22857143,20.51428571,84.43,2.42
1.0,174,0.35,2.656770833,0.311500992,24.21,27.27142857,21.72857143,84.29,3.36
1.0,175,1.22,10.61238889,1.129611111,25.17,28.55714286,22.45714286,84.43,5.86
1.0,176,0.42,2.8569999999999998,0.27775,25.73,29.28571429,22.7,84.29,2.93
1.0,177,1.06,3.472083333,0.611083333,25.74,28.74285714,22.9,82.57,1.83
1.0,178,0.19,0.56,0.123376623,25.77,28.55714286,23.7,89.57,8.29
1.0,179,0.63,4.329733333,0.629611111,27.8,30.85714286,25.37142857,84.14,4.43
1.0,180,0.15,1.652133333,0.14665999999999998,28.63,31.82857143,25.54285714,79.29,0.0
1.0,181,0.58,4.57545,0.47106666700000005,29.36,32.84285714,26.05714286,77.29,0.14
1.0,182,0.17,1.14536,0.166666667,29.03,32.81428571,25.9,82.14,16.29
1.0,183,0.65,5.62236,0.352361905,30.03,33.48571429,26.81428571,76.29,0.0
1.0,184,0.67,4.0,0.333333333,29.11,32.54285714,26.31428571,78.29,1.3
1.0,185,2.61,25.3938,1.878364706,29.24,33.2,25.77142857,75.43,0.5
1.0,186,0.6,2.7467142860000004,0.478887755,28.59,31.85714286,25.95714286,78.57,0.14
1.0,187,0.69,6.655111111,0.552709184,28.87,33.1,25.58571429,72.86,0.0
1.0,188,0.41,1.4206666669999999,0.407388889,29.01,33.12857143,25.32857143,72.71,27.79
1.0,189,1.28,6.81775,1.0,28.31,31.8,25.55714286,88.43,4.0
1.0,190,2.0,3.3280000000000003,1.142857143,27.94,31.17142857,25.31428571,84.86,31.64
1.0,191,1.72,4.552583333,0.95,26.83,30.22857143,24.6,89.71,15.75
1.0,192,0.26,1.430425,0.233333333,27.14,30.64285714,24.64285714,87.43,8.93
1.0,193,0.8,3.75,0.4,26.64,30.47142857,23.07142857,74.86,0.83
1.0,194,0.5,3.333166667,0.5,26.61,30.4,23.44285714,75.57,0.86
1.0,195,0.36,1.6427625,0.36,27.0,30.57142857,24.42857143,79.29,0.14
1.0,196,0.4,1.658466667,0.255102041,27.26,30.44285714,24.67142857,86.0,27.29
1.0,197,0.15,3.0420833330000003,0.15333333300000002,26.59,29.71428571,24.42857143,80.43,4.42
1.0,198,0.4,2.17375,0.4,24.07,27.3,20.37142857,66.29,0.0
1.0,199,0.53,2.3906,0.477777778,24.54,27.38571429,22.41428571,83.57,6.0
1.0,200,0.34,1.5657,0.28571428600000004,24.61,27.67142857,21.81428571,82.29,3.93
1.0,201,0.11,0.2525,0.111111111,23.84,26.72857143,21.88571429,90.57,23.71
1.0,202,0.67,16.7580625,0.666666667,24.37,27.34285714,21.98571429,86.14,2.79
1.0,203,1.06,3.1720833330000002,0.8888888890000001,24.93,28.24285714,22.31428571,84.14,16.14
1.0,204,1.0,4.54525,1.0,21.41,25.18571429,18.72857143,71.86,0.21
1.0,205,0.27,2.269828571,0.271428571,21.37,24.31428571,18.85714286,76.57,0.21
1.0,206,0.0,0.0,0.0,20.37,22.34285714,18.94285714,86.57,9.71
1.0,207,0.0,0.0,0.0,19.0,21.87142857,16.5,75.14,4.07
1.0,208,0.93,6.4825875,0.599537037,21.79,24.82857143,19.07142857,81.57,0.71
1.0,209,0.18,0.971653333,0.177777778,19.89,22.65714286,17.74285714,75.14,1.5
1.0,210,2.67,8.0,0.666666667,20.44,22.65714286,18.81428571,85.0,7.57
1.0,211,0.0,0.0,0.0,18.39,20.68571429,16.37142857,84.86,1.79
1.0,212,0.7,3.5700625,0.7,17.64,19.71428571,15.54285714,82.86,3.43
1.0,213,0.6,2.628,0.6,15.46,18.22857143,13.32857143,84.43,11.9
1.0,214,0.94,8.052071296,0.9071415909999999,17.63,19.91428571,15.77142857,76.71,0.58
1.0,215,0.1,0.73525,0.1,18.63,22.02857143,14.98571429,73.14,0.57
1.0,216,0.57,2.39005,0.568178571,16.81,19.95714286,14.31428571,80.71,2.92
1.0,217,0.54,2.002529762,0.45277777799999996,17.97,20.45714286,15.9,75.43,0.3
1.0,218,0.46,2.00212,0.461111111,18.99,22.51428571,15.97142857,70.14,0.07
1.0,219,0.27,8.333,0.26666666699999997,19.21,21.88571429,16.92857143,86.57,10.0
1.0,220,2.0,6.060555556000001,0.166666667,20.09,23.14285714,17.62857143,84.57,3.79
1.0,221,0.44,7.2265625,0.36,17.89,19.82857143,16.44285714,84.86,4.07
1.0,222,0.56,6.651964286,0.563888889,19.73,23.61428571,16.2,72.43,0.2
1.0,223,0.17,3.863394444,0.17250340100000003,25.01,28.34285714,22.21428571,80.0,0.0
1.0,224,0.5,26.38883333,0.5,23.46,25.9,21.61428571,88.86,8.29
1.0,225,1.52,8.50875,0.8,25.01,28.81428571,21.95714286,82.43,0.1
1.0,226,1.72,11.04844444,1.205555556,24.54,27.75714286,22.08571429,81.71,0.79
1.0,227,0.58,19.9305,0.478571429,26.71,30.27142857,23.65714286,81.43,1.36
1.0,228,0.13,4.0,0.1,26.29,29.97142857,23.55714286,80.43,11.13
1.0,229,0.34,14.476120000000002,0.34444444399999996,24.91,28.14285714,22.54285714,82.14,6.33
1.0,230,0.13,0.45111428600000003,0.125,27.13,30.4,24.94285714,85.43,11.71
1.0,231,0.36,2.380875,0.222222222,29.03,32.38571429,26.11428571,81.43,1.14
1.0,232,0.16,0.66665,0.16,27.43,31.3,25.17142857,83.0,4.33
1.0,233,0.67,16.12188889,0.666666667,27.84,30.9,25.0,83.43,6.29
1.0,234,0.79,3.5745,0.6266666670000001,28.76,32.01428571,25.8,82.57,8.07
1.0,235,0.63,7.065364444,0.36190476200000005,28.91,31.84285714,26.02857143,82.14,5.93
1.0,236,0.32,10.02704762,0.319444444,28.93,31.72857143,26.34285714,82.86,43.14
1.0,237,0.29,0.303904762,0.28571428600000004,28.46,31.35714286,25.91428571,84.86,1.17
1.0,238,0.86,20.48074333,0.782857143,29.41,32.87142857,26.31428571,80.71,1.79
1.0,239,1.24,4.550571429,0.857142857,29.77,33.58571429,26.32857143,77.71,0.5
1.0,240,0.5,7.458941667,0.444444444,28.87,32.74285714,25.74285714,81.14,12.14
1.0,241,0.6,1.3636,0.4,28.57,32.17142857,25.64285714,83.43,20.0
1.0,242,2.23,13.19921429,1.8285714290000001,28.64,32.38571429,25.62857143,82.0,3.5
1.0,243,0.85,1.663041667,0.657407407,29.4,33.2,25.95714286,78.57,5.71
1.0,244,0.12,0.46995,0.12,27.26,30.82857143,24.61428571,79.57,0.0
1.0,245,0.76,1.62764,0.571428571,28.31,31.97142857,25.71428571,81.71,19.92
1.0,246,0.0,0.0,0.0,27.19,30.35714286,24.68571429,82.71,48.64
1.0,247,0.48,5.927875,0.484126984,26.13,29.48571429,23.72857143,79.14,5.57
1.0,248,0.39,2.811238095,0.32857142899999997,27.17,30.62857143,24.37142857,81.57,51.93
1.0,249,0.31,1.168844444,0.307482993,26.5,29.55714286,23.94285714,81.57,59.5
1.0,250,0.42,1.04755,0.25,26.41,29.94285714,24.02857143,81.71,15.28
1.0,251,0.1,8.333333332999999,0.1,27.03,30.7,24.5,81.57,25.42
1.0,252,0.57,1.58047619,0.5,26.96,29.84285714,24.54285714,79.71,2.5
1.0,253,0.83,5.134614583,0.5619047620000001,24.03,26.98571429,21.91428571,70.14,0.17
1.0,254,0.43,0.892833333,0.28571428600000004,22.87,26.28571429,20.2,73.71,8.5
1.0,255,2.5,6.7305,2.0,24.69,28.34285714,21.58571429,74.43,0.08
1.0,256,0.13,0.28568000000000005,0.133333333,22.73,25.32857143,21.04285714,82.86,11.93
1.0,257,0.53,2.9118,0.4,21.76,24.02857143,20.11428571,75.29,8.3
1.0,258,1.5,2.34375,1.5,22.36,25.57142857,20.21428571,72.86,1.36
1.0,259,3.0,6.25,3.0,19.74,22.61428571,17.34285714,71.71,4.3
1.0,260,0.3,0.71985,0.3,21.37,24.58571429,19.0,71.57,0.29
1.0,261,0.28,0.897375,0.28,19.76,22.84285714,17.32857143,69.14,1.43
1.0,262,0.18,0.565822222,0.177777778,22.19,25.75714286,19.8,77.29,0.43
1.0,263,0.04,0.084028571,0.04,19.5,21.8,17.8,76.14,0.75
1.0,264,0.44,2.557142857,0.375,18.4,21.42857143,15.75714286,76.0,0.75
1.0,265,0.43,1.376285714,0.428571429,17.91,20.75714286,15.2,70.14,0.93
1.0,266,0.42,2.587064815,0.41666666700000005,20.03,23.22857143,17.84285714,72.43,3.14
1.0,267,0.27,1.0237,0.26666666699999997,17.59,20.04285714,15.85714286,67.71,0.57
1.0,268,0.22,1.103916667,0.222222222,18.24,21.95714286,14.84285714,68.86,0.93
1.0,269,1.55,9.0904,0.8785714290000001,20.01,22.71428571,17.77142857,78.29,2.0
1.0,270,0.79,4.349428571,0.5,17.67,20.78571429,15.67142857,73.86,0.79
1.0,271,0.2,1.136333333,0.2,18.24,20.75714286,16.0,83.57,7.43
1.0,272,0.2,0.403208333,0.2,20.06,23.12857143,17.88571429,78.86,0.79
1.0,273,0.17,0.434,0.222222222,21.5,24.01428571,19.35714286,80.86,1.17
1.0,274,0.28,1.4413583330000002,0.28148148100000003,19.53,22.85714286,16.72857143,75.0,3.21
1.0,275,0.14,0.920166667,0.143939394,21.67,25.34285714,17.72857143,68.43,0.14
1.0,276,0.4,6.283041667000001,0.2666,22.79,26.38571429,19.97142857,80.86,1.43
1.0,277,0.29,0.9434479170000001,0.291666667,24.94,28.25714286,22.2,82.29,9.12
1.0,278,0.83,1.84625,0.833333333,21.64,24.9,18.72857143,75.43,4.07
1.0,279,0.48,1.3861,0.483333333,25.26,29.61428571,22.01428571,75.14,1.07
1.0,280,0.13,0.324642857,0.125,26.64,30.47142857,24.0,77.29,0.29
1.0,281,1.17,5.053053571,0.9714285709999999,23.86,26.74285714,21.75714286,83.0,11.21
1.0,282,0.5,2.9473833330000003,0.5,24.79,28.14285714,22.7,80.71,4.29
1.0,283,0.15,0.599142857,0.152380952,25.44,27.84285714,23.65714286,85.57,20.0
1.0,284,0.07,0.333333333,0.066666667,27.81,31.14285714,25.1,81.14,1.57
1.0,285,0.67,2.5,0.666666667,26.71,29.27142857,24.67142857,83.43,7.43
1.0,286,0.62,3.41017,0.35,27.76,30.95714286,24.74285714,76.43,0.86
1.0,287,1.38,11.055,0.595238095,29.13,32.68571429,25.81428571,74.71,4.21
1.0,288,0.54,2.346916667,0.39285714299999996,28.77,32.34285714,25.57142857,75.14,0.79
1.0,289,0.2,0.6349,0.15,29.51,32.92857143,26.27142857,72.43,0.0
1.0,290,0.26,0.825277778,0.261904762,29.03,32.72857143,25.74285714,71.29,1.29
1.0,291,0.21,0.730114286,0.214285714,29.59,33.35714286,26.38571429,72.14,10.14
1.0,292,0.27,0.72724,0.2,28.37,31.47142857,25.7,79.43,9.71
1.0,293,0.86,2.257642857,0.30952381,30.33,33.55714286,27.04285714,70.14,0.0
1.0,294,0.21,0.9705,0.208333333,29.87,33.42857143,26.65714286,72.57,0.0
1.0,295,0.62,2.22055,0.53968254,28.59,32.12857143,25.75714286,76.86,19.36
1.0,296,0.2,0.625,0.2,28.37,31.65714286,25.51428571,76.29,9.79
1.0,297,0.09,0.315125,0.085714286,29.0,31.92857143,26.57142857,78.86,0.07
1.0,298,0.25,0.75,0.25,28.83,32.3,25.82857143,74.43,4.64
1.0,299,0.3,1.333333333,0.3,28.11,31.45714286,25.42857143,75.71,0.0
1.0,300,0.47,1.478971429,0.46666666700000003,28.97,32.42857143,25.81428571,77.14,3.86
1.0,301,0.23,0.676464286,0.22870370399999998,28.0,31.4,25.22857143,78.14,12.08
1.0,302,0.22,0.606,0.222222222,26.6,29.75714286,24.37142857,85.0,65.57
1.0,303,0.66,2.2319999999999998,0.257142857,26.21,29.11428571,24.01428571,79.29,36.92
1.0,304,1.0,3.6725,0.833333333,23.73,27.68571429,20.4,65.14,0.0
1.0,305,0.31,2.226396825,0.305555556,23.87,26.82857143,21.12857143,66.43,2.43
1.0,306,0.19,0.483055556,0.19047619,23.99,26.74285714,22.1,83.0,7.79
1.0,307,0.68,21.49065,0.683333333,24.0,27.07142857,21.81428571,82.0,2.93
1.0,308,0.76,7.4602222220000005,0.593619048,21.6,24.44285714,19.37142857,74.86,0.71
1.0,309,1.4,4.791625,1.4,23.46,26.78571429,20.94285714,76.43,0.36
1.0,310,1.2,3.75,1.2,19.5,21.84285714,17.55714286,72.71,1.17
1.0,311,0.67,1.5872222219999998,0.666666667,19.24,22.28571429,16.97142857,78.14,3.0
