ID,Time,Denv,BI,CI,HI,Pop,PopDen
1,43,0,0.08817,5.0,0.08817,335223,72.4
1,44,0,0.5,1.923,0.5,335215,72.4
1,45,0,0.29998,2.1560799999999998,0.29998,335206,72.4
1,46,0,0.32529,3.4508400000000004,0.32529,335198,72.4
1,47,0,0.986,2.61638,0.56925,335190,72.4
1,48,0,0.0,0.0,0.0,335140,72.4
1,49,0,0.3,0.97735,0.3,335089,72.4
1,50,0,0.34286,2.0,0.057139999999999996,335039,72.4
1,51,0,0.0,0.0,0.0,334989,72.4
1,52,0,0.0,0.0,0.0,334939,72.4
1,53,0,0.26666999999999996,0.8610700000000001,0.26666999999999996,334990,72.4
1,54,0,0.11429,0.42215,0.11429,334990,72.4
1,55,0,0.29203,2.96027,0.29203,334991,72.4
1,56,0,0.0,0.0,0.0,334991,72.4
1,57,0,0.6448,14.43175,0.4724,334961,72.37
1,58,0,0.68081,4.83991,0.63913,334931,72.35
1,59,0,0.0,0.0,0.0,334902,72.32
1,60,0,0.17586,1.07112,0.17586,334872,72.3
1,61,0,0.08333,0.2,0.08333,334832,72.3
1,62,0,0.04,0.16,0.04,334792,72.3
1,63,0,0.2,0.2941,0.2,334752,72.3
1,64,0,0.34667,1.0800299999999998,0.34667,334712,72.3
1,65,0,0.125,0.4315,0.125,334672,72.3
1,66,0,0.17457,3.95825,0.17457,334662,72.3
1,67,0,0.2619,0.8847299999999999,0.2619,334612,72.3
1,68,1,0.07304,1.19898,0.05139,334563,72.3
1,69,0,0.0,0.0,0.0,334513,72.3
1,70,0,0.0,0.0,0.0,334502,72.3
1,71,0,0.32418,0.64673,0.32418,334490,72.3
1,72,0,0.19047999999999998,0.43621000000000004,0.19047999999999998,334479,72.3
1,73,0,0.76751,11.07137,0.76751,334468,72.3
1,74,0,0.28,1.32616,0.21331999999999998,334426,72.27
1,75,0,0.08094,0.36057,0.08094,334385,72.25
1,76,0,0.1954,0.50084,0.1954,334343,72.22
1,77,0,0.19437000000000001,0.54825,0.19437000000000001,334302,72.2
1,78,0,0.0,0.0,0.0,334261,72.18
1,79,0,0.0757,0.41129,0.0757,334258,72.2
1,80,1,0.2503,0.63154,0.23046,334215,72.2
1,81,0,0.11110999999999999,0.37033,0.11110999999999999,334171,72.2
1,82,0,0.5555,2.80242,0.5555,334128,72.2
1,83,0,0.0,0.0,0.0,334106,72.2
1,84,0,0.275,0.68257,0.275,334083,72.2
1,85,0,0.21,0.5252899999999999,0.21,334061,72.2
1,86,0,0.14286,0.53817,0.14286,334039,72.2
1,87,0,0.625,3.137,0.625,334017,72.2
1,88,0,0.28570999999999996,0.9183399999999999,0.2381,334033,72.2
1,89,0,0.17698,0.7807,0.17698,334026,72.2
1,90,0,0.14135999999999999,0.55804,0.14135999999999999,334020,72.2
1,91,0,0.0,0.0,0.0,334014,72.2
1,92,0,0.28951,1.59212,0.24189000000000002,334001,72.2
1,93,1,0.07143,0.14779,0.07143,333987,72.2
1,94,0,0.125,0.26875,0.125,333974,72.2
1,95,0,0.0,0.0,0.0,333961,72.2
1,96,0,1.20367,11.80556,0.74061,333945,72.17
1,97,0,0.22626,0.60345,0.22626,333929,72.15
1,98,0,0.0873,0.29151,0.0873,333913,72.12
1,99,0,0.0,0.0,0.0,333897,72.1
1,100,0,1.33333,3.70367,1.33333,333881,72.08
1,101,0,0.25294,1.1352200000000001,0.25294,333878,72.1
1,102,0,0.02222,0.05848,0.02222,333860,72.1
1,103,0,0.0,0.0,0.0,333841,72.1
1,104,0,0.0,0.0,0.0,333823,72.1
1,105,0,0.5,3.17425,0.5,333780,72.1
1,106,0,0.07555,0.21861999999999998,0.07555,333738,72.1
1,107,0,0.23148000000000002,1.14707,0.23148000000000002,333695,72.1
1,108,0,0.0,0.0,0.0,333653,72.1
1,109,0,0.0,0.0,0.0,333649,72.1
1,110,0,0.17778,0.65565,0.17778,333646,72.1
1,111,0,0.22857,1.33073,0.22857,333642,72.1
1,112,0,0.0,0.0,0.0,333639,72.1
1,113,0,0.0,0.0,0.0,333653,72.1
1,114,0,0.02198,0.44643,0.02198,333666,72.1
1,115,0,0.15,0.34187,0.15,333680,72.1
1,116,0,0.0,0.0,0.0,333694,72.1
1,117,0,0.0,0.0,0.0,333708,72.1
1,118,0,0.2,0.72547,0.2,333687,72.1
1,119,0,0.17222,0.57171,0.17222,333681,72.1
1,120,0,0.10667,0.48155,0.10667,333674,72.1
1,121,0,0.33333,4.16667,0.26666999999999996,333668,72.1
1,122,0,0.0,0.0,0.0,333658,72.1
1,123,0,0.29930999999999996,0.9769200000000001,0.26529,333649,72.1
1,124,0,0.15647,0.6912,0.15647,333639,72.1
1,125,0,0.93332,7.499969999999999,0.86664,333630,72.1
1,126,1,0.0833,0.5,0.0833,333621,72.1
1,127,0,0.22644,0.99554,0.17354,333649,72.1
1,128,0,0.31065,1.6125,0.31065,333668,72.1
1,129,0,3.06481,7.696,2.06161,333688,72.1
1,130,0,0.13333,0.4444,0.13333,333707,72.1
1,131,0,0.5133,1.5512,0.5133,333713,72.1
1,132,0,0.33332,1.17717,0.33332,333720,72.1
1,133,0,0.32653000000000004,1.70255,0.2789,333726,72.1
1,134,0,0.43433,1.99167,0.39962,333733,72.1
1,135,0,0.26285,2.9847,0.26285,333682,72.1
1,136,0,0.82381,2.60066,0.8,333632,72.1
1,137,0,0.75395,7.11307,0.75395,333581,72.1
1,138,1,0.21939,0.69088,0.15985,333531,72.1
1,139,0,1.31665,6.50787,0.56665,333481,72.1
1,140,0,0.70476,2.85149,0.68095,333501,72.07
1,141,0,0.15,0.41518999999999995,0.12222000000000001,333472,72.05
1,142,0,0.49091,3.61878,0.32727,333442,72.02
1,143,0,0.37143000000000004,1.80952,0.29205,333413,72.0
1,144,0,0.10255999999999998,0.617,0.10255999999999998,333431,72.0
1,145,0,0.426,1.83788,0.426,333448,72.0
1,146,0,0.14021,1.35117,0.14021,333466,72.0
1,147,0,0.11850999999999999,2.08332,0.11850999999999999,333484,72.0
1,148,1,0.9444299999999999,2.62338,0.6111,333461,72.0
1,149,0,0.11663,0.45955,0.11663,333438,72.0
1,150,0,0.41211000000000003,2.14564,0.33938,333415,72.0
1,151,0,0.57773,1.09087,0.35553,333392,72.0
1,152,0,0.7555,2.42587,0.411,333369,72.0
1,153,0,0.9333299999999999,9.28383,0.56667,333354,72.0
1,154,0,0.15,0.30534,0.15,333316,72.0
1,155,0,0.41667,4.95233,0.41667,333278,72.0
1,156,0,0.66667,3.03,0.66667,333240,72.0
1,157,0,0.33333,1.01842,0.33333,333197,72.0
1,158,0,0.39707,1.11849,0.39707,333155,72.0
1,159,0,0.31546,1.42892,0.31546,333112,72.0
1,160,0,0.20367000000000002,2.05425,0.20367000000000002,333070,72.0
1,161,0,1.11107,4.3478,0.11107,333028,72.0
1,162,0,0.54997,3.4186300000000003,0.54997,333012,71.97
1,163,0,0.20331,3.5491800000000002,0.20331,332953,71.95
1,164,0,0.0,0.0,0.0,332895,71.92
1,165,0,0.9165,26.4705,0.9165,332837,71.9
1,166,0,0.51615,2.01077,0.51615,332796,71.9
1,167,0,0.2959,11.4375,0.2959,332755,71.9
1,168,0,0.55555,9.60027,0.52777,332715,71.9
1,169,0,0.41667,1.8518299999999999,0.27775,332674,71.9
1,170,0,0.48886999999999997,2.48887,0.48886999999999997,332623,71.87
1,171,0,0.61663,21.04293,0.61663,332573,71.85
1,172,0,0.69439,2.55444,0.69439,332522,71.82
1,173,0,0.23806999999999998,1.515,0.23806999999999998,332472,71.8
1,174,0,0.0,2.0813599999999997,0.0,332460,71.8
1,175,0,0.30741,2.64773,0.27654,332448,71.8
1,176,0,0.34623000000000004,2.65677,0.3115,332436,71.8
1,177,0,1.22222,10.61239,1.12961,332424,71.8
1,178,0,0.41667,2.857,0.27775,332412,71.8
1,179,0,1.0555,3.4720800000000005,0.6110800000000001,332378,71.8
1,180,0,0.19480999999999998,0.56,0.12337999999999999,332333,71.8
1,181,0,0.62961,4.3297300000000005,0.62961,332287,71.8
1,182,0,0.14665999999999998,1.6521299999999999,0.14665999999999998,332242,71.8
1,183,0,0.5822,4.57545,0.47107,332204,71.77
1,184,0,0.16667,1.14536,0.16667,332166,71.75
1,185,0,0.64759,5.62236,0.35236,332129,71.72
1,186,1,0.66667,4.0,0.33333,332091,71.7
1,187,1,2.61176,25.3938,1.8783599999999998,332075,71.7
1,188,1,0.59796,2.7467099999999998,0.47889,332058,71.7
1,189,3,0.6887800000000001,6.6551100000000005,0.55271,332042,71.7
1,190,1,0.40739000000000003,1.42067,0.40739000000000003,332026,71.7
1,191,1,1.27767,6.81775,1.0,332010,71.7
1,192,2,2.0,3.328,1.14286,332035,71.7
1,193,0,1.7166700000000001,4.55258,0.95,332044,71.7
1,194,0,0.2619,1.4304299999999999,0.23333,332054,71.7
1,195,2,0.8,3.75,0.4,332063,71.7
1,196,2,0.5,3.3331699999999995,0.5,332055,71.7
1,197,0,0.36,1.6427599999999998,0.36,332048,71.7
1,198,0,0.39796,1.65847,0.2551,332040,71.7
1,199,1,0.15333,3.04208,0.15333,332033,71.7
1,200,0,0.4,2.17375,0.4,332026,71.7
1,201,0,0.53333,2.3906,0.47778000000000004,332011,71.7
1,202,0,0.34286,1.5657,0.28570999999999996,331989,71.7
1,203,1,0.11110999999999999,0.2525,0.11110999999999999,331967,71.7
1,204,0,0.66667,16.75806,0.66667,331945,71.7
1,205,0,1.05556,3.17208,0.88889,331920,71.7
1,206,0,1.0,4.54525,1.0,331895,71.7
1,207,0,0.27143,2.26983,0.27143,331870,71.7
1,208,0,0.0,0.0,0.0,331845,71.7
1,209,0,0.0,0.0,0.0,331834,71.7
1,210,0,0.9328700000000001,6.48259,0.59954,331823,71.7
1,211,0,0.17778,0.97165,0.17778,331812,71.7
1,212,0,2.66667,8.0,0.66667,331801,71.7
1,213,0,0.0,0.0,0.0,331790,71.7
1,214,0,0.7,3.57006,0.7,331759,71.67
1,215,0,0.6,2.628,0.6,331717,71.65
1,216,0,0.9441799999999999,8.05207,0.90714,331675,71.62
1,217,0,0.1,0.73525,0.1,331633,71.6
1,218,0,0.56818,2.39005,0.56818,331599,71.6
1,219,0,0.5361100000000001,2.00253,0.45278,331565,71.6
1,220,0,0.46111,2.00212,0.46111,331532,71.6
1,221,0,0.26666999999999996,8.333,0.26666999999999996,331498,71.6
1,222,0,2.0,6.06056,0.16667,331468,71.6
1,223,0,0.44,7.226560000000001,0.36,331438,71.6
1,224,0,0.56389,6.651960000000001,0.56389,331409,71.6
1,225,0,0.1725,3.8633900000000003,0.1725,331379,71.6
1,226,0,0.5,26.38883,0.5,331349,71.6
1,227,0,1.5222200000000001,8.50875,0.8,331377,71.6
1,228,1,1.7166700000000001,11.04844,1.20556,331376,71.6
1,229,0,0.57857,19.9305,0.47857,331374,71.6
1,230,0,0.13333,4.0,0.1,331372,71.6
1,231,0,0.34444,14.476120000000002,0.34444,331360,71.6
1,232,0,0.125,0.45111,0.125,331347,71.6
1,233,0,0.35556,2.38088,0.22221999999999997,331335,71.6
1,234,0,0.16,0.66665,0.16,331323,71.6
1,235,0,0.66667,16.12189,0.66667,331325,71.6
1,236,0,0.79333,3.5745,0.62667,331328,71.6
1,237,0,0.6333300000000001,7.065360000000001,0.3619,331330,71.6
1,238,0,0.31944,10.02705,0.31944,331332,71.6
1,239,0,0.28570999999999996,0.3039,0.28570999999999996,331334,71.6
1,240,1,0.8628600000000001,20.48074,0.78286,331305,71.6
1,241,0,1.2381,4.55057,0.85714,331277,71.6
1,242,0,0.5,7.458939999999999,0.44443999999999995,331250,71.6
1,243,0,0.6,1.3636,0.4,331223,71.6
1,244,0,2.22857,13.19921,1.82857,331183,71.57
1,245,0,0.85185,1.66304,0.65741,331144,71.55
1,246,0,0.12,0.46995,0.12,331104,71.52
1,247,0,0.7619,1.62764,0.57143,331065,71.5
1,248,0,0.0,0.0,0.0,331031,71.5
1,249,0,0.48413,5.92788,0.48413,330997,71.5
1,250,0,0.38571,2.81124,0.32857,330964,71.5
1,251,0,0.30748000000000003,1.1688399999999999,0.30748000000000003,330930,71.5
1,252,0,0.41667,1.04755,0.25,330896,71.5
1,253,0,0.1,8.33333,0.1,330925,71.5
1,254,0,0.57143,1.5804799999999999,0.5,330920,71.5
1,255,0,0.82857,5.1346099999999995,0.5619,330916,71.5
1,256,0,0.42857,0.8928299999999999,0.28570999999999996,330911,71.5
1,257,0,2.5,6.7305,2.0,330886,71.5
1,258,0,0.13333,0.28568000000000005,0.13333,330860,71.5
1,259,0,0.53333,2.9118,0.4,330835,71.5
1,260,1,1.5,2.34375,1.5,330810,71.5
1,261,0,3.0,6.25,3.0,330785,71.5
1,262,0,0.3,0.71985,0.3,330780,71.47
1,263,0,0.28,0.89738,0.28,330750,71.45
1,264,0,0.17778,0.56582,0.17778,330721,71.42
1,265,0,0.04,0.08403,0.04,330691,71.4
1,266,0,0.4375,2.55714,0.375,330639,71.4
1,267,0,0.42857,1.37629,0.42857,330587,71.4
1,268,0,0.41667,2.5870599999999997,0.41667,330536,71.4
1,269,0,0.26666999999999996,1.0237,0.26666999999999996,330484,71.4
1,270,0,0.22221999999999997,1.10392,0.22221999999999997,330449,71.4
1,271,0,1.54524,9.0904,0.8785700000000001,330413,71.4
1,272,0,0.78571,4.34943,0.5,330378,71.4
1,273,0,0.2,1.1363299999999998,0.2,330343,71.4
1,274,0,0.2,0.40321,0.2,330292,71.37
1,275,0,0.16667,0.434,0.22221999999999997,330241,71.35
1,276,0,0.28148,1.44136,0.28148,330190,71.32
1,277,0,0.14394,0.92017,0.14394,330139,71.3
1,278,0,0.4,6.28304,0.2666,330088,71.28
1,279,0,0.29167,0.94345,0.29167,330098,71.3
1,280,0,0.8333299999999999,1.84625,0.8333299999999999,330057,71.3
1,281,0,0.48333000000000004,1.3861,0.48333000000000004,330017,71.3
1,282,0,0.125,0.32464,0.125,329976,71.3
1,283,0,1.17143,5.05305,0.9714299999999999,329943,71.3
1,284,0,0.5,2.94738,0.5,329910,71.3
1,285,0,0.15238,0.59914,0.15238,329878,71.3
1,286,0,0.06667000000000001,0.33333,0.06667000000000001,329845,71.3
1,287,0,0.66667,2.5,0.66667,329803,71.27
1,288,0,0.6166699999999999,3.41017,0.35,329760,71.25
1,289,0,1.38095,11.055,0.59524,329718,71.22
1,290,0,0.53571,2.34692,0.39286,329676,71.2
1,291,0,0.2,0.6349,0.15,329634,71.18
1,292,0,0.2619,0.8252799999999999,0.2619,329640,71.2
1,293,0,0.21429,0.73011,0.21429,329603,71.2
1,294,0,0.26666999999999996,0.72724,0.2,329567,71.2
1,295,0,0.85714,2.2576400000000003,0.30951999999999996,329531,71.2
1,296,0,0.20833000000000002,0.9705,0.20833000000000002,329514,71.2
1,297,0,0.62302,2.22055,0.53968,329496,71.2
1,298,0,0.2,0.625,0.2,329479,71.2
1,299,0,0.08571000000000001,0.31513,0.08571000000000001,329462,71.2
1,300,0,0.25,0.75,0.25,329445,71.2
1,301,0,0.3,1.33333,0.3,329440,71.2
1,302,0,0.46667,1.4789700000000001,0.46667,329418,71.2
1,303,0,0.2287,0.6764600000000001,0.2287,329396,71.2
1,304,0,0.22221999999999997,0.606,0.22221999999999997,329374,71.2
1,305,0,0.65714,2.232,0.25714000000000004,329340,71.17
1,306,0,1.0,3.6725,0.8333299999999999,329305,71.15
1,307,0,0.30556,2.2264,0.30556,329271,71.12
1,308,0,0.19047999999999998,0.48306000000000004,0.19047999999999998,329237,71.1
1,309,0,0.68333,21.49065,0.68333,329182,71.1
1,310,0,0.7602899999999999,7.46022,0.59362,329126,71.1
1,311,0,1.4,4.7916300000000005,1.4,329071,71.1
1,312,0,1.2,3.75,1.2,329016,71.1
1,313,0,0.66667,1.58722,0.66667,328961,71.1
1,314,0,1.14167,6.701280000000001,0.51667,328975,71.07
1,315,0,0.4,1.4732299999999998,0.4,328934,71.05
1,316,0,0.13333,0.3205,0.13333,328894,71.02
1,317,0,0.22221999999999997,0.6896,0.22221999999999997,328853,71.0
1,318,0,1.0,1.895,1.0,328813,71.0
1,319,0,0.10165,0.35234,0.10165,328774,71.0
1,320,0,0.06667000000000001,0.13467,0.06667000000000001,328734,71.0
1,321,0,1.59091,9.64236,0.59091,328695,71.0
1,322,0,0.16667,0.44443999999999995,0.16667,328692,71.0
1,323,0,0.38095,1.93315,0.38095,328689,71.0
1,324,0,0.42875,1.14447,0.42875,328686,71.0
1,325,0,0.66667,1.0600399999999999,0.66667,328683,71.0
1,326,0,0.66667,8.66667,0.66667,328680,71.0
1,327,0,1.4285700000000001,5.4820400000000005,1.09524,328692,71.0
1,328,0,0.43175,1.26308,0.43175,328702,71.0
1,329,0,0.23214,0.52041,0.23214,328711,71.0
1,330,0,0.24,0.4545,0.24,328721,71.0
1,331,0,0.28570999999999996,0.52083,0.28570999999999996,328728,71.0
1,332,0,0.64815,3.80254,0.64815,328735,71.0
1,333,0,0.40815999999999997,0.55369,0.40815999999999997,328742,71.0
1,334,0,0.6,1.4285,0.6,328749,71.0
1,335,0,0.0,0.0,0.0,328739,71.0
1,336,0,1.04762,11.40124,1.0119,328729,71.0
1,337,0,0.33333,0.55556,0.33333,328719,71.0
1,338,0,0.2381,0.62046,0.2381,328709,71.0
1,339,0,0.38889,0.72531,0.38889,328699,71.0
1,340,0,1.07778,8.23508,0.9111100000000001,328682,71.0
1,341,0,0.3,0.67855,0.25,328655,71.0
1,342,0,1.0,3.2874,0.8333299999999999,328628,71.0
1,343,0,0.44443999999999995,0.63489,0.44443999999999995,328601,71.0
1,344,1,1.76,2.9594,1.76,328562,71.0
1,345,0,2.4,11.33,1.86667,328522,71.0
1,346,0,1.75,21.33025,1.4642899999999999,328483,71.0
1,347,0,0.6,1.3527200000000001,0.5,328444,71.0
1,348,0,2.48854,14.69386,1.37877,328416,70.97
1,349,0,0.63788,3.24342,0.63788,328387,70.95
1,350,0,0.5,1.5522,0.5,328359,70.92
1,351,0,0.46667,1.2187,0.46667,328331,70.9
1,352,0,0.65,7.2916,0.65,328303,70.88
1,353,0,0.3,1.012,0.3,328314,70.9
1,354,0,0.73333,3.9073300000000004,0.73333,328297,70.9
1,355,0,0.14286,0.19305,0.14286,328281,70.9
1,356,0,0.375,0.5514399999999999,0.375,328264,70.9
1,357,0,0.75,1.07138,0.75,328190,70.9
1,358,0,1.11111,3.4544300000000003,1.11111,328116,70.9
1,359,0,0.7381,8.12905,0.7381,328042,70.9
1,360,0,0.5,0.67567,0.5,327968,70.9
1,361,0,1.0,1.724,1.0,327923,70.87
1,362,1,1.0,3.9154699999999996,0.86667,327878,70.85
1,363,0,2.2,8.15006,1.86667,327833,70.82
1,364,0,0.85714,1.4285,0.85714,327788,70.8
1,365,0,0.44,1.45394,0.44,327743,70.78
1,366,0,2.66667,8.98617,1.66667,327754,70.8
1,367,0,0.48,1.43145,0.48,327721,70.8
1,368,0,0.14286,0.36763,0.14286,327687,70.8
1,369,0,0.25,0.34721,0.25,327654,70.8
1,370,0,0.0,0.0,0.0,327619,70.8
1,371,0,2.0,25.0,2.0,327583,70.8
1,372,1,0.41497,1.95833,0.36735,327548,70.8
1,373,0,0.61364,1.8560900000000002,0.5876600000000001,327513,70.8
1,374,0,0.375,0.52081,0.375,327472,70.77
1,375,0,0.98413,12.00419,0.65079,327431,70.75
1,376,0,0.42857,1.59493,0.42857,327390,70.72
1,377,1,0.09523999999999999,0.16232,0.09523999999999999,327349,70.7
1,378,0,0.3,0.48385,0.3,327308,70.68
1,379,0,1.2095200000000002,7.8089699999999995,1.07619,327282,70.7
1,380,0,0.45333,1.33368,0.45333,327214,70.7
1,381,0,0.33333,0.8333,0.33333,327147,70.7
1,382,0,0.28570999999999996,0.52083,0.28570999999999996,327080,70.7
1,383,0,0.5888899999999999,2.6261900000000002,0.5888899999999999,327113,70.7
1,384,0,0.94,6.5328800000000005,0.94,327147,70.7
10,1,1,0.63679,2.51516,0.584,1877185,856.35
10,2,0,0.6268600000000001,1.83208,0.59204,1877256,856.4
10,3,0,0.91796,4.85907,0.6141300000000001,1877326,856.45
10,4,0,0.23575,1.13625,0.23575,1877397,856.5
10,5,0,1.15496,3.7566300000000004,0.9271299999999999,1877492,856.55
10,6,0,0.8691,3.14819,0.66298,1877587,856.6
10,7,0,1.41104,3.69984,1.24861,1877683,856.65
10,8,0,2.12739,4.4952,1.7833599999999998,1877778,856.7
10,9,0,2.94663,5.63424,2.42692,1877853,856.72
10,10,0,1.63758,4.60272,1.4173,1877927,856.75
10,11,0,1.38848,3.89894,1.21855,1878002,856.77
10,12,1,1.37077,3.85638,1.1839899999999999,1878077,856.8
10,13,0,1.9151599999999998,6.59881,1.6550099999999999,1878152,856.83
10,14,2,0.9990600000000001,3.90246,0.87474,1878136,856.82
10,15,7,1.23805,3.9181800000000004,1.1225,1878195,856.85
10,16,1,1.20003,3.07953,1.1046799999999999,1878255,856.87
10,17,3,2.25393,5.65145,1.93005,1878314,856.9
10,18,2,2.19877,19.03507,1.8429900000000001,1878434,856.95
10,19,1,3.49758,8.41263,2.69841,1878554,857.0
10,20,0,5.00933,12.38694,3.6863699999999997,1878675,857.05
10,21,1,6.12704,12.28154,4.58969,1878795,857.1
10,22,3,8.38574,17.13339,6.02308,1878852,857.12
10,23,0,4.25815,10.40272,3.3909800000000003,1878908,857.15
10,24,5,6.40193,16.57176,5.0539,1878965,857.17
10,25,4,7.17238,12.40283,5.17509,1879022,857.2
10,26,9,9.07903,17.916610000000002,6.648969999999999,1879079,857.23
10,27,5,4.45547,10.46832,3.21044,1879143,857.25
10,28,12,3.05971,9.732389999999999,2.65875,1879264,857.3
10,29,10,5.46566,12.57387,4.33047,1879385,857.35
10,30,9,7.5959699999999994,13.8827,6.06991,1879506,857.4
10,31,16,5.74408,14.88594,4.2933900000000005,1879540,857.42
10,32,38,6.82975,12.76642,5.16407,1879575,857.45
10,33,81,6.777,14.32957,4.74445,1879609,857.47
10,34,82,10.29374,19.19821,6.974360000000001,1879644,857.5
10,35,97,9.90527,18.47694,7.10755,1879823,857.57
10,36,40,6.10602,13.60329,4.5643,1880002,857.65
10,37,37,5.22508,14.32724,4.10618,1880181,857.72
10,38,54,3.58618,9.445210000000001,2.98958,1880360,857.8
10,39,45,3.11004,6.869960000000001,2.57415,1880539,857.88
10,40,41,2.58818,7.35205,2.14567,1880526,857.87
10,41,34,1.54369,4.43671,1.2832,1880693,857.95
10,42,25,1.29445,3.50481,1.0095,1880859,858.02
10,43,21,0.9715299999999999,3.08317,0.74282,1881026,858.1
10,44,18,1.45506,5.24338,1.18773,1881181,858.17
10,45,10,2.52972,4.88227,2.14732,1881335,858.25
10,46,10,0.49101000000000006,1.9839,0.45373,1881490,858.32
10,47,10,1.2854299999999999,3.21443,1.02245,1881645,858.4
10,48,14,1.12399,3.12529,0.9434600000000001,1881710,858.42
10,49,2,0.98626,2.7314599999999998,0.9065200000000001,1881775,858.45
10,50,3,0.66514,1.6231,0.59475,1881840,858.47
10,51,2,1.11268,3.03859,1.08423,1881905,858.5
10,52,3,2.1238,4.779059999999999,1.7363,1881970,858.53
10,53,3,0.5255,1.32826,0.45348,1881958,858.52
10,54,1,0.74644,2.3601,0.67045,1882011,858.55
10,55,0,0.96198,2.61076,0.91924,1882065,858.57
10,56,2,0.9297799999999999,1.8873799999999998,0.5837100000000001,1882118,858.6
10,57,2,0.2686,0.93484,0.2686,1882181,858.62
10,58,0,1.5900299999999998,5.71802,1.1633,1882243,858.65
10,59,0,1.0,3.333,1.0,1882306,858.67
10,60,0,0.51805,2.21434,0.43471000000000004,1882369,858.7
10,61,0,0.872,1.9637099999999998,0.8511700000000001,1882395,858.72
10,62,0,0.8889100000000001,3.0193,0.8253299999999999,1882422,858.75
10,63,0,0.94586,2.96287,0.87382,1882448,858.77
10,64,0,0.82157,2.41574,0.6905399999999999,1882475,858.8
10,65,0,1.1586100000000001,2.74999,0.93452,1882502,858.83
10,66,1,0.9111899999999999,2.00958,0.74095,1882444,858.77
10,67,0,2.09622,5.02928,1.7887099999999998,1882413,858.75
10,68,0,2.52225,5.90828,1.8018900000000002,1882383,858.72
10,69,0,2.1869,6.59785,1.57085,1882352,858.7
10,70,0,2.74341,10.2737,2.4572,1882395,858.72
10,71,0,2.2434,7.751510000000001,1.76289,1882439,858.75
10,72,0,3.2478700000000003,9.09105,2.6674,1882482,858.77
10,73,0,5.7177,12.854519999999999,4.23332,1882526,858.8
10,74,0,4.537,12.44128,3.5025199999999996,1882550,858.82
10,75,0,2.81459,9.52847,2.4364,1882573,858.85
10,76,0,2.93063,7.9234,2.31521,1882597,858.87
10,77,0,3.48749,10.352689999999999,3.0542,1882620,858.9
10,78,0,3.40515,8.077589999999999,2.87967,1882644,858.93
10,79,0,3.02482,10.5966,2.56052,1882658,858.9
10,80,1,2.83407,7.93375,2.33449,1882697,858.9
10,81,1,4.25117,11.17867,3.3697699999999995,1882735,858.9
10,82,0,3.00936,22.647470000000002,2.42224,1882774,858.9
10,83,2,4.630380000000001,12.62241,3.5638,1882781,858.9
10,84,0,3.93014,12.335460000000001,2.89436,1882789,858.9
10,85,0,3.7944199999999997,10.52387,3.23544,1882796,858.9
10,86,0,3.09944,7.58343,2.54506,1882803,858.9
10,87,1,4.976459999999999,13.53075,4.03956,1882810,858.9
10,88,0,5.45413,12.81462,4.4000699999999995,1882797,858.9
10,89,0,2.94543,9.760660000000001,2.54798,1882790,858.9
10,90,0,3.784,9.41735,3.152,1882784,858.9
10,91,0,5.17633,13.00415,4.14515,1882777,858.9
