ID,Time,Denv,BI,CI,HI,Pop,Pop_Den
1.0,40,0.0,0.0,0.0,0.0,335271.7488,72.4
1.0,41,0.0,0.13,0.3125,0.133333333,335255.4984,72.4
1.0,42,0.0,0.14,2.292,0.13714285699999998,335239.2488,72.4
1.0,43,0.0,0.09,5.0,0.08816666699999999,335223.0,72.4
1.0,44,0.0,0.5,1.923,0.5,335214.7497,72.4
1.0,45,0.0,0.3,2.156083333,0.299983333,335206.4996,72.4
1.0,46,0.0,0.33,3.4508400000000004,0.325285714,335198.2497,72.4
1.0,47,0.0,0.99,2.616375,0.56925,335190.0,72.4
1.0,48,0.0,0.0,0.0,0.0,335139.7387,72.4
1.0,49,0.0,0.3,0.97735,0.3,335089.4849,72.4
1.0,50,0.0,0.34,2.0,0.057142857000000005,335039.2387,72.4
1.0,51,0.0,0.0,0.0,0.0,334989.0,72.4
1.0,52,0.0,0.0,0.0,0.0,334938.7688,72.4
1.0,53,0.0,0.27,0.861066667,0.26666666699999997,334989.5,72.4
1.0,54,0.0,0.11,0.422150794,0.11428571400000001,334990.0,72.4
1.0,55,0.0,0.29,2.960266667,0.292033333,334990.5,72.4
1.0,56,0.0,0.0,0.0,0.0,334991.0,72.4
1.0,57,0.0,0.64,14.43175,0.4724,334961.24600000004,72.37498704
1.0,58,0.0,0.68,4.8399071430000005,0.639133081,334931.4947,72.34998272
1.0,59,0.0,0.0,0.0,0.0,334901.74600000004,72.32498704
1.0,60,0.0,0.18,1.071121795,0.175857843,334872.0,72.3
1.0,61,0.0,0.08,0.2,0.083333333,334831.9928,72.3
1.0,62,0.0,0.04,0.16,0.04,334791.9904,72.3
1.0,63,0.0,0.2,0.2941,0.2,334751.9928,72.3
1.0,64,0.0,0.35,1.080033333,0.34666666700000004,334712.0,72.3
1.0,65,0.0,0.13,0.4315,0.125,334672.0119,72.3
1.0,66,0.0,0.17,3.95825,0.17457142899999997,334662.2389,72.3
1.0,67,0.0,0.26,0.884734694,0.261904762,334612.4852,72.3
1.0,68,1.0,0.07,1.198979592,0.051386364000000004,334562.7389,72.3
1.0,69,0.0,0.0,0.0,0.0,334513.0,72.3
1.0,70,0.0,0.0,0.0,0.0,334501.7494,72.3
1.0,71,0.0,0.32,0.646727606,0.324175824,334490.4992,72.3
1.0,72,0.0,0.19,0.436214286,0.19047619,334479.2494,72.3
1.0,73,0.0,0.77,11.07137222,0.7675055559999999,334468.0,72.3
1.0,74,0.0,0.28,1.32616,0.21331999999999998,334426.4923,72.27498702
1.0,75,0.0,0.08,0.360571429,0.08094285700000001,334384.9897,72.2499827
1.0,76,0.0,0.2,0.5008393870000001,0.19540211600000001,334343.4923,72.22498703
1.0,77,0.0,0.19,0.54825,0.194366667,334302.0,72.2
1.0,78,0.0,0.0,0.0,0.0,334260.5129,72.17502162
1.0,79,0.0,0.08,0.41128571399999997,0.075702076,334258.4915,72.2
1.0,80,1.0,0.25,0.631542125,0.230456044,334214.9887,72.2
1.0,81,0.0,0.11,0.370333333,0.111111111,334171.4915,72.2
1.0,82,0.0,0.56,2.8024166669999997,0.5555,334128.0,72.2
1.0,83,0.0,0.0,0.0,0.0,334105.7478,72.2
1.0,84,0.0,0.28,0.682566667,0.275,334083.497,72.2
1.0,85,0.0,0.21,0.5252899999999999,0.21,334061.2478,72.2
1.0,86,0.0,0.14,0.538166667,0.14285714300000002,334039.0,72.2
1.0,87,0.0,0.63,3.137,0.625,334016.7537,72.2
1.0,88,0.0,0.29,0.91834127,0.23809523800000001,334032.7498,72.2
1.0,89,0.0,0.18,0.7807033329999999,0.17697619,334026.4998,72.2
1.0,90,0.0,0.14,0.558036364,0.14135757599999998,334020.2498,72.2
1.0,91,0.0,0.0,0.0,0.0,334014.0,72.2
1.0,92,0.0,0.29,1.592124444,0.24188571399999997,334000.7492,72.2
1.0,93,1.0,0.07,0.147785714,0.071428571,333987.4989,72.2
1.0,94,0.0,0.13,0.26875,0.125,333974.2492,72.2
1.0,95,0.0,0.0,0.0,0.0,333961.0,72.2
1.0,96,0.0,1.2,11.80555556,0.740611111,333944.9989,72.174987
1.0,97,0.0,0.23,0.603448485,0.22626262600000002,333928.9985,72.14998267
1.0,98,0.0,0.09,0.291514286,0.08730158699999999,333912.9989,72.12498701
1.0,99,0.0,0.0,0.0,0.0,333897.0,72.1
1.0,100,0.0,1.33,3.703666667,1.333333333,333881.0019,72.07502165
1.0,101,0.0,0.25,1.1352166670000001,0.252941176,333878.4985,72.1
1.0,102,0.0,0.02,0.058477778,0.022222222000000003,333859.9979,72.1
1.0,103,0.0,0.0,0.0,0.0,333841.4985,72.1
1.0,104,0.0,0.0,0.0,0.0,333823.0,72.1
1.0,105,0.0,0.5,3.17425,0.5,333780.4919,72.1
1.0,106,0.0,0.08,0.218622564,0.075551899,333737.9892,72.1
1.0,107,0.0,0.23,1.1470714290000001,0.23148148100000002,333695.4919,72.1
1.0,108,0.0,0.0,0.0,0.0,333653.0,72.1
1.0,109,0.0,0.0,0.0,0.0,333649.4999,72.1
1.0,110,0.0,0.18,0.65565,0.177777778,333645.9999,72.1
1.0,111,0.0,0.23,1.3307305759999999,0.228571429,333642.4999,72.1
1.0,112,0.0,0.0,0.0,0.0,333639.0,72.1
1.0,113,0.0,0.0,0.0,0.0,333652.7492,72.1
1.0,114,0.0,0.02,0.446428571,0.021978022000000003,333666.4989,72.1
1.0,115,0.0,0.15,0.341866667,0.15,333680.2492,72.1
1.0,116,0.0,0.0,0.0,0.0,333694.0,72.1
1.0,117,0.0,0.0,0.0,0.0,333707.7514,72.1
1.0,118,0.0,0.2,0.7254666670000001,0.2,333687.4998,72.1
1.0,119,0.0,0.17,0.571709821,0.17222222199999998,333680.9997,72.1
1.0,120,0.0,0.11,0.48155,0.10666666699999999,333674.4998,72.1
1.0,121,0.0,0.33,4.166666667,0.26666666699999997,333668.0,72.1
1.0,122,0.0,0.0,0.0,0.0,333658.4996,72.1
1.0,123,0.0,0.3,0.976919388,0.265292517,333648.9995,72.1
1.0,124,0.0,0.16,0.691195,0.156472222,333639.4996,72.1
1.0,125,0.0,0.93,7.499966667000001,0.86664,333630.0,72.1
1.0,126,1.0,0.08,0.5,0.0833,333620.5007,72.1
1.0,127,0.0,0.23,0.995539683,0.173539683,333649.2483,72.1
1.0,128,0.0,0.31,1.6125,0.31064966,333668.4978,72.1
1.0,129,0.0,3.06,7.696000000000001,2.061611111,333687.7483,72.1
1.0,130,0.0,0.13,0.4444,0.133333333,333707.0,72.1
1.0,131,0.0,0.51,1.5512,0.5133,333713.4998,72.1
1.0,132,0.0,0.33,1.177166667,0.333316667,333719.9997,72.1
1.0,133,0.0,0.33,1.702547619,0.278902041,333726.4998,72.1
1.0,134,0.0,0.43,1.99167197,0.399621212,333733.0,72.1
1.0,135,0.0,0.26,2.984704396,0.262852381,333682.4885,72.1
1.0,136,0.0,0.82,2.600658974,0.7999952379999999,333631.9847,72.1
1.0,137,0.0,0.75,7.113066667000001,0.753952381,333581.4885,72.1
1.0,138,1.0,0.22,0.690880952,0.159852041,333531.0,72.1
1.0,139,0.0,1.32,6.507866667,0.56665,333480.5191,72.1
1.0,140,0.0,0.7,2.851494872,0.6809476190000001,333501.4961,72.07498699
1.0,141,0.0,0.15,0.4151875,0.12221666699999999,333471.9948,72.04998265
1.0,142,0.0,0.49,3.618781818,0.327266667,333442.4961,72.02498699
1.0,143,0.0,0.37,1.80952381,0.292047619,333413.0,72.0
1.0,144,0.0,0.1,0.617,0.102564103,333430.7486,72.0
1.0,145,0.0,0.43,1.83787963,0.42599780200000004,333448.4981,72.0
1.0,146,0.0,0.14,1.351171429,0.140206085,333466.2486,72.0
1.0,147,0.0,0.12,2.083321429,0.118511111,333484.0,72.0
1.0,148,1.0,0.94,2.62337963,0.6111,333460.9976,72.0
1.0,149,0.0,0.12,0.45955,0.116633333,333437.9968,72.0
1.0,150,0.0,0.41,2.145644444,0.33938282799999997,333414.9976,72.0
1.0,151,0.0,0.58,1.090866667,0.35553333299999995,333392.0,72.0
1.0,152,0.0,0.76,2.4258666669999998,0.41100000000000003,333369.00399999996,72.0
1.0,153,0.0,0.93,9.283825,0.566666667,333353.9935,72.0
1.0,154,0.0,0.15,0.30534,0.15,333315.9913,72.0
1.0,155,0.0,0.42,4.952333333,0.41666666700000005,333277.9935,72.0
1.0,156,0.0,0.67,3.03,0.666666667,333240.0,72.0
1.0,157,0.0,0.33,1.018416667,0.333333333,333197.4919,72.0
1.0,158,0.0,0.4,1.118493333,0.397071429,333154.9892,72.0
1.0,159,0.0,0.32,1.428916667,0.31546428600000004,333112.4919,72.0
1.0,160,0.0,0.2,2.05425,0.203666667,333070.0,72.0
1.0,161,0.0,1.11,4.3478,0.111066667,333027.5136,72.0
1.0,162,0.0,0.55,3.418625,0.5499666670000001,333011.7347,71.97498697
1.0,163,0.0,0.2,3.5491777780000002,0.20330880199999998,332953.4796,71.94998263
1.0,164,0.0,0.0,0.0,0.0,332895.2347,71.92498697
1.0,165,0.0,0.92,26.4705,0.9165,332837.0,71.9
1.0,166,0.0,0.52,2.010771429,0.516151515,332796.2425,71.9
1.0,167,0.0,0.3,11.4375,0.295904762,332755.49,71.9
1.0,168,0.0,0.56,9.600266667,0.5277666670000001,332714.7425,71.9
1.0,169,0.0,0.42,1.851833333,0.27775,332674.0,71.9
1.0,170,0.0,0.49,2.488866667,0.48886666700000003,332623.4885,71.87498695
1.0,171,0.0,0.62,21.04293333,0.616633333,332572.9847,71.84998259999999
1.0,172,0.0,0.69,2.554444444,0.6943888890000001,332522.4885,71.82498695
1.0,173,0.0,0.24,1.515,0.23807142899999997,332472.0,71.8
1.0,174,0.0,0.0,2.081364286,0.0,332459.9994,71.8
1.0,175,0.0,0.31,2.647728571,0.276537037,332447.9991,71.8
1.0,176,0.0,0.35,2.656770833,0.311500992,332435.9994,71.8
1.0,177,0.0,1.22,10.61238889,1.129611111,332424.0,71.8
1.0,178,0.0,0.42,2.8569999999999998,0.27775,332412.0011,71.8
1.0,179,0.0,1.06,3.472083333,0.611083333,332378.4907,71.8
1.0,180,0.0,0.19,0.56,0.123376623,332332.9875,71.8
1.0,181,0.0,0.63,4.329733333,0.629611111,332287.4907,71.8
1.0,182,0.0,0.15,1.652133333,0.14665999999999998,332242.0,71.8
1.0,183,0.0,0.58,4.57545,0.47106666700000005,332204.2436,71.77498693
1.0,184,0.0,0.17,1.14536,0.166666667,332166.4914,71.74998258
1.0,185,0.0,0.65,5.62236,0.352361905,332128.7436,71.72498694
1.0,186,1.0,0.67,4.0,0.333333333,332091.0,71.7
1.0,187,1.0,2.61,25.3938,1.878364706,332074.7488,71.7
1.0,188,1.0,0.6,2.7467142860000004,0.478887755,332058.4984,71.7
1.0,189,3.0,0.69,6.655111111,0.552709184,332042.2488,71.7
1.0,190,1.0,0.41,1.4206666669999999,0.407388889,332026.0,71.7
1.0,191,1.0,1.28,6.81775,1.0,332009.752,71.7
1.0,192,2.0,2.0,3.3280000000000003,1.142857143,332035.2496,71.7
1.0,193,0.0,1.72,4.552583333,0.95,332044.4995,71.7
1.0,194,0.0,0.26,1.430425,0.233333333,332053.7496,71.7
1.0,195,2.0,0.8,3.75,0.4,332063.0,71.7
1.0,196,2.0,0.5,3.333166667,0.5,332055.4997,71.7
1.0,197,0.0,0.36,1.6427625,0.36,332047.9997,71.7
1.0,198,0.0,0.4,1.658466667,0.255102041,332040.4997,71.7
1.0,199,1.0,0.15,3.0420833330000003,0.15333333300000002,332033.0,71.7
1.0,200,0.0,0.4,2.17375,0.4,332025.5004,71.7
1.0,201,0.0,0.53,2.3906,0.477777778,332010.9978,71.7
1.0,202,0.0,0.34,1.5657,0.28571428600000004,331988.9971,71.7
1.0,203,1.0,0.11,0.2525,0.111111111,331966.9978,71.7
1.0,204,0.0,0.67,16.7580625,0.666666667,331945.0,71.7
1.0,205,0.0,1.06,3.1720833330000002,0.8888888890000001,331919.9972,71.7
1.0,206,0.0,1.0,4.54525,1.0,331894.9962,71.7
1.0,207,0.0,0.27,2.269828571,0.271428571,331869.9972,71.7
1.0,208,0.0,0.0,0.0,0.0,331845.0,71.7
1.0,209,0.0,0.0,0.0,0.0,331833.9995,71.7
1.0,210,0.0,0.93,6.4825875,0.599537037,331822.9993,71.7
1.0,211,0.0,0.18,0.971653333,0.177777778,331811.9995,71.7
1.0,212,0.0,2.67,8.0,0.666666667,331801.0,71.7
1.0,213,0.0,0.0,0.0,0.0,331790.0009,71.7
1.0,214,0.0,0.7,3.5700625,0.7,331758.99199999997,71.67498691
1.0,215,0.0,0.6,2.628,0.6,331716.9894,71.64998255
1.0,216,0.0,0.94,8.052071296,0.9071415909999999,331674.99199999997,71.62498692
1.0,217,0.0,0.1,0.73525,0.1,331633.0,71.6
1.0,218,0.0,0.57,2.39005,0.568178571,331599.2448,71.6
1.0,219,0.0,0.54,2.002529762,0.45277777799999996,331565.4931,71.6
1.0,220,0.0,0.46,2.00212,0.461111111,331531.7448,71.6
1.0,221,0.0,0.27,8.333,0.26666666699999997,331498.0,71.6
1.0,222,0.0,2.0,6.060555556000001,0.166666667,331468.24600000004,71.6
1.0,223,0.0,0.44,7.2265625,0.36,331438.4947,71.6
1.0,224,0.0,0.56,6.651964286,0.563888889,331408.74600000004,71.6
1.0,225,0.0,0.17,3.863394444,0.17250340100000003,331379.0,71.6
1.0,226,0.0,0.5,26.38883333,0.5,331349.2567,71.6
1.0,227,0.0,1.52,8.50875,0.8,331377.25,71.6
1.0,228,1.0,1.72,11.04844444,1.205555556,331375.5,71.6
1.0,229,0.0,0.58,19.9305,0.478571429,331373.75,71.6
1.0,230,0.0,0.13,4.0,0.1,331372.0,71.6
1.0,231,0.0,0.34,14.476120000000002,0.34444444399999996,331359.7493,71.6
1.0,232,0.0,0.13,0.45111428600000003,0.125,331347.4991,71.6
1.0,233,0.0,0.36,2.380875,0.222222222,331335.2493,71.6
1.0,234,0.0,0.16,0.66665,0.16,331323.0,71.6
1.0,235,0.0,0.67,16.12188889,0.666666667,331325.25,71.6
1.0,236,0.0,0.79,3.5745,0.6266666670000001,331327.5,71.6
1.0,237,0.0,0.63,7.065364444,0.36190476200000005,331329.75,71.6
1.0,238,0.0,0.32,10.02704762,0.319444444,331332.0,71.6
1.0,239,0.0,0.29,0.303904762,0.28571428600000004,331334.25,71.6
1.0,240,1.0,0.86,20.48074333,0.782857143,331304.7466,71.6
1.0,241,0.0,1.24,4.550571429,0.857142857,331277.4955,71.6
1.0,242,0.0,0.5,7.458941667,0.444444444,331250.2466,71.6
1.0,243,0.0,0.6,1.3636,0.4,331223.0,71.6
1.0,244,0.0,2.23,13.19921429,1.8285714290000001,331183.4929,71.57498690000001
1.0,245,0.0,0.85,1.663041667,0.657407407,331143.9906,71.54998253
1.0,246,0.0,0.12,0.46995,0.12,331104.4929,71.5249869
1.0,247,0.0,0.76,1.62764,0.571428571,331065.0,71.5
1.0,248,0.0,0.0,0.0,0.0,331031.2448,71.5
1.0,249,0.0,0.48,5.927875,0.484126984,330997.4931,71.5
1.0,250,0.0,0.39,2.811238095,0.32857142899999997,330963.7448,71.5
1.0,251,0.0,0.31,1.168844444,0.307482993,330930.0,71.5
1.0,252,0.0,0.42,1.04755,0.25,330896.2586,71.5
1.0,253,0.0,0.1,8.333333332999999,0.1,330925.2499,71.5
1.0,254,0.0,0.57,1.58047619,0.5,330920.4999,71.5
1.0,255,0.0,0.83,5.134614583,0.5619047620000001,330915.7499,71.5
1.0,256,0.0,0.43,0.892833333,0.28571428600000004,330911.0,71.5
1.0,257,0.0,2.5,6.7305,2.0,330885.7471,71.5
1.0,258,0.0,0.13,0.28568000000000005,0.133333333,330860.4961,71.5
1.0,259,0.0,0.53,2.9118,0.4,330835.2471,71.5
1.0,260,1.0,1.5,2.34375,1.5,330810.0,71.5
1.0,261,0.0,3.0,6.25,3.0,330784.7548,71.5
1.0,262,0.0,0.3,0.71985,0.3,330780.24600000004,71.47498688
1.0,263,0.0,0.28,0.897375,0.28,330750.4946,71.44998251
1.0,264,0.0,0.18,0.565822222,0.177777778,330720.74600000004,71.42498688
1.0,265,0.0,0.04,0.084028571,0.04,330691.0,71.4
1.0,266,0.0,0.44,2.557142857,0.375,330639.2378,71.4
1.0,267,0.0,0.43,1.376285714,0.428571429,330587.4838,71.4
1.0,268,0.0,0.42,2.587064815,0.41666666700000005,330535.7378,71.4
1.0,269,0.0,0.27,1.0237,0.26666666699999997,330484.0,71.4
1.0,270,0.0,0.22,1.103916667,0.222222222,330448.7444,71.4
1.0,271,0.0,1.55,9.0904,0.8785714290000001,330413.4925,71.4
1.0,272,0.0,0.79,4.349428571,0.5,330378.2444,71.4
1.0,273,0.0,0.2,1.136333333,0.2,330343.0,71.4
1.0,274,0.0,0.2,0.403208333,0.2,330291.9882,71.37498686
1.0,275,0.0,0.17,0.434,0.222222222,330240.9842,71.34998248
1.0,276,0.0,0.28,1.4413583330000002,0.28148148100000003,330189.9882,71.32498686
1.0,277,0.0,0.14,0.920166667,0.143939394,330139.0,71.3
1.0,278,0.0,0.4,6.283041667000001,0.2666,330088.0197,71.27502189
1.0,279,0.0,0.29,0.9434479170000001,0.291666667,330098.2425,71.3
1.0,280,0.0,0.83,1.84625,0.833333333,330057.4899,71.3
1.0,281,0.0,0.48,1.3861,0.483333333,330016.7425,71.3
1.0,282,0.0,0.13,0.324642857,0.125,329976.0,71.3
1.0,283,0.0,1.17,5.053053571,0.9714285709999999,329943.2451,71.3
1.0,284,0.0,0.5,2.9473833330000003,0.5,329910.4935,71.3
1.0,285,0.0,0.15,0.599142857,0.152380952,329877.7451,71.3
1.0,286,0.0,0.07,0.333333333,0.066666667,329845.0,71.3
1.0,287,0.0,0.67,2.5,0.666666667,329802.7419,71.27498684
1.0,288,0.0,0.62,3.41017,0.35,329760.4892,71.24998246
1.0,289,0.0,1.38,11.055,0.595238095,329718.2419,71.22498684
1.0,290,0.0,0.54,2.346916667,0.39285714299999996,329676.0,71.2
1.0,291,0.0,0.2,0.6349,0.15,329633.7635,71.17502192
1.0,292,0.0,0.26,0.825277778,0.261904762,329639.744,71.2
1.0,293,0.0,0.21,0.730114286,0.214285714,329603.49199999997,71.2
1.0,294,0.0,0.27,0.72724,0.2,329567.244,71.2
1.0,295,0.0,0.86,2.257642857,0.30952381,329531.0,71.2
1.0,296,0.0,0.21,0.9705,0.208333333,329513.7486,71.2
1.0,297,0.0,0.62,2.22055,0.53968254,329496.4982,71.2
1.0,298,0.0,0.2,0.625,0.2,329479.2486,71.2
1.0,299,0.0,0.09,0.315125,0.085714286,329462.0,71.2
1.0,300,0.0,0.25,0.75,0.25,329444.7523,71.2
1.0,301,0.0,0.3,1.333333333,0.3,329439.9978,71.2
1.0,302,0.0,0.47,1.478971429,0.46666666700000003,329417.9971,71.2
1.0,303,0.0,0.23,0.676464286,0.22870370399999998,329395.9978,71.2
1.0,304,0.0,0.22,0.606,0.222222222,329374.0,71.2
1.0,305,0.0,0.66,2.2319999999999998,0.257142857,329339.7447,71.17498682
1.0,306,0.0,1.0,3.6725,0.833333333,329305.4929,71.14998243
1.0,307,0.0,0.31,2.226396825,0.305555556,329271.2447,71.12498683
1.0,308,0.0,0.19,0.483055556,0.19047619,329237.0,71.1
1.0,309,0.0,0.68,21.49065,0.683333333,329181.7361,71.1
1.0,310,0.0,0.76,7.4602222220000005,0.593619048,329126.4815,71.1
1.0,311,0.0,1.4,4.791625,1.4,329071.2361,71.1
1.0,312,0.0,1.2,3.75,1.2,329016.0,71.1
1.0,313,0.0,0.67,1.5872222219999998,0.666666667,328960.7732,71.1
1.0,314,0.0,1.14,6.701275,0.5166666670000001,328975.2424,71.0749868
1.0,315,0.0,0.4,1.473233333,0.4,328934.4899,71.04998241
1.0,316,0.0,0.13,0.3205,0.133333333,328893.7424,71.02498681
1.0,317,0.0,0.22,0.6896,0.222222222,328853.0,71.0
1.0,318,0.0,1.0,1.895,1.0,328813.4929,71.0
1.0,319,0.0,0.1,0.352341991,0.101648352,328773.9905,71.0
1.0,320,0.0,0.07,0.134672727,0.066666667,328734.4929,71.0
1.0,321,0.0,1.59,9.642363636,0.590909091,328695.0,71.0
1.0,322,0.0,0.17,0.444444444,0.166666667,328692.0,71.0
1.0,323,0.0,0.38,1.9331527780000002,0.380952381,328688.9999,71.0
1.0,324,0.0,0.43,1.144471429,0.428752381,328686.0,71.0
1.0,325,0.0,0.67,1.0600416670000001,0.666666667,328683.0,71.0
1.0,326,0.0,0.67,8.666666667000001,0.666666667,328680.0001,71.0
1.0,327,0.0,1.43,5.482044444,1.095238095,328692.4996,71.0
1.0,328,0.0,0.43,1.263077778,0.43174603200000006,328701.9995,71.0
1.0,329,0.0,0.23,0.520406746,0.23214285699999998,328711.4996,71.0
1.0,330,0.0,0.24,0.4545,0.24,328721.0,71.0
1.0,331,0.0,0.29,0.520833333,0.28571428600000004,328727.9998,71.0
1.0,332,0.0,0.65,3.802542593,0.648148148,328734.9997,71.0
1.0,333,0.0,0.41,0.5536938779999999,0.408163265,328741.9998,71.0
1.0,334,0.0,0.6,1.4285,0.6,328749.0,71.0
1.0,335,0.0,0.0,0.0,0.0,328738.9995,71.0
1.0,336,0.0,1.05,11.401238099999999,1.0119047620000001,328728.9994,71.0
1.0,337,0.0,0.33,0.5555555560000001,0.333333333,328718.9995,71.0
1.0,338,0.0,0.24,0.620457143,0.23809523800000001,328709.0,71.0
1.0,339,0.0,0.39,0.7253055559999999,0.38888888899999996,328699.0008,71.0
1.0,340,0.0,1.08,8.235083333,0.911111111,328681.9967,71.0
1.0,341,0.0,0.3,0.67855,0.25,328654.9956,71.0
1.0,342,0.0,1.0,3.2874,0.833333333,328627.9967,71.0
1.0,343,0.0,0.44,0.634888889,0.444444444,328601.0,71.0
1.0,344,1.0,1.76,2.9594,1.76,328561.743,71.0
1.0,345,0.0,2.4,11.33,1.8666666669999998,328522.4906,71.0
1.0,346,0.0,1.75,21.33025,1.464285714,328483.243,71.0
1.0,347,0.0,0.6,1.352716667,0.5,328444.0,71.0
1.0,348,0.0,2.49,14.69385714,1.3787714290000002,328415.7464,70.97498678
1.0,349,0.0,0.64,3.243422222,0.637875,328387.4951,70.94998238
1.0,350,0.0,0.5,1.5522,0.5,328359.2464,70.92498679
1.0,351,0.0,0.47,1.2187,0.46666666700000003,328331.0,70.9
1.0,352,0.0,0.65,7.2916,0.65,328302.7561,70.87502201
1.0,353,0.0,0.3,1.012,0.3,328314.2487,70.9
1.0,354,0.0,0.73,3.907333333,0.7333333329999999,328297.4983,70.9
1.0,355,0.0,0.14,0.19304761899999998,0.14285714300000002,328280.7487,70.9
1.0,356,0.0,0.38,0.5514375,0.375,328264.0,70.9
1.0,357,0.0,0.75,1.071375,0.75,328189.975,70.9
1.0,358,0.0,1.11,3.454430556,1.111111111,328115.9666,70.9
1.0,359,0.0,0.74,8.129047619,0.738095238,328041.975,70.9
1.0,360,0.0,0.5,0.675666667,0.5,327968.0,70.9
1.0,361,0.0,1.0,1.724,1.0,327922.9907,70.87498677
1.0,362,1.0,1.0,3.915466667,0.8666666670000001,327877.9876,70.84998236
1.0,363,0.0,2.2,8.1500625,1.8666666669999998,327832.9907,70.82498677
1.0,364,0.0,0.86,1.4285,0.857142857,327788.0,70.8
1.0,365,0.0,0.44,1.45394,0.44,327743.0154,70.77502205
1.0,366,0.0,2.67,8.986166667,1.6666666669999999,327754.4949,70.8
1.0,367,0.0,0.48,1.43145,0.48,327720.9932,70.8
1.0,368,0.0,0.14,0.367625,0.14285714300000002,327687.4949,70.8
1.0,369,0.0,0.25,0.347208333,0.25,327654.0,70.8
1.0,370,0.0,0.0,0.0,0.0,327618.7443,70.8
1.0,371,0.0,2.0,25.0,2.0,327583.4924,70.8
1.0,372,1.0,0.41,1.9583333330000001,0.367346939,327548.2443,70.8
1.0,373,0.0,0.61,1.856085714,0.587662338,327513.0,70.8
1.0,374,0.0,0.38,0.5208125,0.375,327471.9923,70.77498675
1.0,375,0.0,0.98,12.00419444,0.650793651,327430.9897,70.74998233
1.0,376,0.0,0.43,1.5949285709999999,0.428571429,327389.9923,70.72498675
1.0,377,1.0,0.1,0.16232142900000002,0.095238095,327349.0,70.7
1.0,378,0.0,0.3,0.48385,0.3,327308.0128,70.67502208
1.0,379,0.0,1.21,7.808972222,1.0761904759999998,327281.7293,70.7
1.0,380,0.0,0.45,1.333683333,0.45333333299999995,327214.4724,70.7
1.0,381,0.0,0.33,0.8333,0.333333333,327147.2293,70.7
1.0,382,0.0,0.29,0.520833333,0.28571428600000004,327080.0,70.7
1.0,383,0.0,0.59,2.626186667,0.588888889,327113.4949,70.7
1.0,384,0.0,0.94,6.5328800000000005,0.94,327146.9931,70.7
2.0,1,0.0,2.81,5.514472562999999,2.524207213,863945.7182,311.24998789999995
2.0,2,0.0,2.53,5.195115623,2.3386292319999997,863810.4576,311.19998389999995
2.0,3,0.0,2.15,4.311566827,1.9891238869999999,863675.2182,311.149988
2.0,4,0.0,1.91,3.3543724089999998,1.722769101,863540.0,311.1
2.0,5,0.0,1.68,2.397177991,1.456414316,863391.4617,311.04998789999996
