,index,County_EN,YYYY_WW,BI,CI,HI,index,Temperature,T Max,T Min,RH,Precp
44,45,Hualien,2012_46,0.32528571428571423,3.4508400000000004,0.32528571428571423,44,22.642857142857146,25.97142857142857,19.942857142857143,72.42857142857143,0.0
45,46,Hualien,2012_47,0.986,2.6163749999999997,0.56925,45,21.514285714285712,24.0,19.54285714285714,79.57142857142857,7.428571428571429
46,47,Hualien,2012_48,0.0,0.0,0.0,46,20.800000000000004,23.185714285714287,19.3,85.71428571428571,4.142857142857143
47,48,Hualien,2012_49,0.3,0.97735,0.3,47,20.385714285714286,23.757142857142853,18.085714285714285,81.71428571428571,3.5
48,49,Hualien,2012_50,0.34285714285714286,2.0,0.05714285714285714,48,19.02857142857143,21.214285714285715,17.414285714285715,79.42857142857143,11.0
49,50,Hualien,2012_51,0.0,0.0,0.0,49,19.271428571428565,22.085714285714282,17.271428571428572,80.85714285714286,5.071428571428571
50,51,Hualien,2012_52,0.0,0.0,0.0,50,19.714285714285715,23.185714285714287,16.985714285714288,75.57142857142857,5.583333333333332
51,52,Hualien,2013_01,0.26666666666666666,0.8610666666666668,0.26666666666666666,51,18.61428571428572,21.314285714285713,16.514285714285712,76.57142857142857,6.928571428571429
52,53,Hualien,2013_02,0.11428571428571428,0.4221507936507936,0.11428571428571428,52,16.685714285714287,19.885714285714286,14.099999999999998,74.71428571428571,1.7
53,54,Hualien,2013_03,0.2920333333333333,2.9602666666666666,0.2920333333333333,53,19.37142857142857,22.12857142857143,17.071428571428573,76.42857142857143,3.2142857142857144
54,55,Hualien,2013_04,0.0,0.0,0.0,54,17.400000000000002,20.35714285714285,14.857142857142858,64.85714285714286,1.2142857142857142
55,56,Hualien,2013_05,0.6448,14.431750000000001,0.47240000000000004,55,18.942857142857143,22.057142857142853,16.257142857142856,75.42857142857143,2.583333333333333
56,57,Hualien,2013_06,0.6808080808080808,4.839907142857143,0.6391330808080807,56,18.45714285714286,21.54285714285714,15.485714285714286,70.71428571428571,5.071428571428571
57,58,Hualien,2013_07,0.0,0.0,0.0,57,21.371428571428574,24.257142857142853,19.4,77.71428571428571,3.2857142857142856
58,59,Hualien,2013_08,0.17585784313725492,1.0711217948717948,0.17585784313725492,58,20.15714285714285,23.57142857142857,17.285714285714285,74.14285714285714,0.7857142857142857
59,60,Hualien,2013_09,0.08333333333333333,0.2,0.08333333333333333,59,20.5,23.685714285714283,18.014285714285716,72.42857142857143,0.42857142857142855
60,61,Hualien,2013_10,0.04,0.16,0.04,60,20.54285714285714,23.228571428571428,18.428571428571427,74.85714285714286,1.9285714285714288
61,62,Hualien,2013_11,0.2,0.2941,0.2,61,19.31428571428572,23.04285714285714,15.8,61.42857142857143,0.5
62,63,Hualien,2013_12,0.3466666666666667,1.0800333333333334,0.3466666666666667,62,21.271428571428572,24.771428571428572,18.17142857142857,67.42857142857143,0.16666666666666666
63,64,Hualien,2013_13,0.125,0.4315,0.125,63,23.657142857142862,27.285714285714285,20.32857142857143,76.14285714285714,6.2857142857142865
64,65,Hualien,2013_14,0.17457142857142857,3.95825,0.17457142857142857,64,21.757142857142853,24.557142857142853,19.37142857142857,78.57142857142857,1.4
65,66,Hualien,2013_15,0.2619047619047619,0.884734693877551,0.2619047619047619,65,21.47142857142857,24.657142857142855,18.957142857142856,79.57142857142857,5.7142857142857135
66,67,Hualien,2013_16,0.07303571428571429,1.1989795918367345,0.05138636363636363,66,18.4,20.928571428571427,16.7,81.57142857142857,7.571428571428571
67,68,Hualien,2013_17,0.0,0.0,0.0,67,23.542857142857148,27.07142857142857,20.75714285714286,79.71428571428571,1.4285714285714286
68,69,Hualien,2013_18,0.0,0.0,0.0,68,21.771428571428565,24.414285714285718,19.5,78.42857142857143,3.333333333333333
69,70,Hualien,2013_19,0.3241758241758242,0.6467276057276058,0.3241758241758242,69,21.885714285714283,25.67142857142857,19.05714285714285,78.0,4.0
70,71,Hualien,2013_20,0.19047619047619047,0.4362142857142857,0.19047619047619047,70,23.54285714285714,25.97142857142857,21.91428571428571,91.57142857142857,43.35714285714285
71,72,Hualien,2013_21,0.7675055555555556,11.071372222222223,0.7675055555555556,71,25.5,28.87142857142857,22.985714285714288,86.2857142857143,7.0
72,73,Hualien,2013_22,0.27999999999999997,1.3261599999999998,0.21332,72,25.8,28.7,24.12857142857143,87.57142857142857,8.428571428571429
73,74,Hualien,2013_23,0.08094285714285714,0.3605714285714286,0.08094285714285714,73,27.9,31.62857142857143,24.62857142857143,76.71428571428571,0.03333333333333333
74,75,Hualien,2013_24,0.19540211640211638,0.5008393874643875,0.19540211640211638,74,27.514285714285716,31.07142857142857,24.657142857142862,77.0,4.0
75,76,Hualien,2013_25,0.19436666666666666,0.54825,0.19436666666666666,75,26.942857142857147,30.000000000000004,24.75714285714286,82.71428571428571,20.928571428571427
76,77,Hualien,2013_26,0.0,0.0,0.0,76,27.728571428571428,30.74285714285714,25.12857142857143,77.14285714285714,0.8333333333333334
77,78,Hualien,2013_27,0.0757020757020757,0.4112857142857143,0.0757020757020757,77,28.6,31.942857142857147,25.67142857142857,73.0,0.0
78,79,Hualien,2013_28,0.25030128205128205,0.6315421245421245,0.23045604395604397,78,28.942857142857147,32.08571428571428,26.04285714285714,74.0,0.42857142857142855
79,80,Hualien,2013_29,0.1111111111111111,0.37033333333333335,0.1111111111111111,79,28.614285714285717,32.77142857142858,25.228571428571428,70.14285714285714,1.4285714285714286
80,81,Hualien,2013_30,0.5555,2.802416666666667,0.5555,80,27.0,30.357142857142854,24.257142857142853,79.85714285714286,4.916666666666667
81,82,Hualien,2013_31,0.0,0.0,0.0,81,28.62857142857143,32.057142857142864,25.585714285714282,77.14285714285714,0.0
82,83,Hualien,2013_32,0.27499999999999997,0.6825666666666667,0.27499999999999997,82,28.385714285714286,32.042857142857144,25.47142857142857,76.14285714285714,0.35714285714285715
83,84,Hualien,2013_33,0.21000000000000002,0.52529,0.21000000000000002,83,29.242857142857147,33.042857142857144,26.1,73.57142857142857,0.0
84,85,Hualien,2013_34,0.14285714285714285,0.5381666666666667,0.14285714285714285,84,28.08571428571429,32.042857142857144,25.314285714285717,73.71428571428571,1.4285714285714286
85,86,Hualien,2013_35,0.625,3.137,0.625,85,27.857142857142858,31.385714285714286,25.485714285714288,77.71428571428571,6.442857142857143
86,87,Hualien,2013_36,0.2857142857142857,0.9183412698412697,0.23809523809523805,86,28.042857142857148,31.0,25.17142857142857,76.71428571428571,2.4166666666666665
87,88,Hualien,2013_37,0.17697619047619048,0.7807033333333333,0.17697619047619048,87,25.957142857142852,29.52857142857143,23.4,77.85714285714286,7.2857142857142865
88,89,Hualien,2013_38,0.14135757575757574,0.5580363636363637,0.14135757575757574,88,27.814285714285717,31.3,24.485714285714288,72.71428571428571,1.3
89,90,Hualien,2013_39,0.0,0.0,0.0,89,27.142857142857146,31.17142857142857,23.37142857142857,75.57142857142857,41.833333333333336
90,91,Hualien,2013_40,0.2895142857142857,1.5921244444444445,0.24188571428571431,90,26.12857142857143,29.3,23.542857142857148,72.42857142857143,25.142857142857146
91,92,Hualien,2013_41,0.07142857142857142,0.14778571428571427,0.07142857142857142,91,26.485714285714284,30.614285714285717,23.357142857142854,69.42857142857143,0.35714285714285715
92,93,Hualien,2013_42,0.125,0.26875,0.125,92,26.485714285714288,29.54285714285714,23.91428571428571,80.14285714285714,19.071428571428573
93,94,Hualien,2013_43,0.0,0.0,0.0,93,24.085714285714282,27.657142857142862,21.285714285714285,73.42857142857143,2.7142857142857144
94,95,Hualien,2013_44,1.2036666666666667,11.805555555555557,0.7406111111111112,94,23.414285714285718,27.114285714285717,20.428571428571427,64.42857142857143,0.0
95,96,Hualien,2013_45,0.22626262626262625,0.6034484848484848,0.22626262626262625,95,22.942857142857147,26.82857142857143,19.75714285714286,76.28571428571429,18.142857142857142
96,97,Hualien,2013_46,0.08730158730158728,0.29151428571428567,0.08730158730158728,96,23.87142857142857,26.485714285714288,21.9,84.42857142857143,3.2857142857142856
97,98,Hualien,2013_47,0.0,0.0,0.0,97,22.7,25.67142857142857,20.65714285714285,83.71428571428571,1.0
98,99,Hualien,2013_48,1.3333333333333333,3.703666666666667,1.3333333333333333,98,19.88571428571429,22.985714285714284,17.87142857142857,68.85714285714286,6.928571428571429
99,100,Hualien,2013_49,0.2529411764705882,1.135216666666667,0.2529411764705882,99,18.928571428571427,22.542857142857148,15.87142857142857,69.0,0.2857142857142857
100,101,Hualien,2013_50,0.022222222222222223,0.058477777777777774,0.022222222222222223,100,18.65714285714285,22.785714285714285,14.928571428571427,64.85714285714286,1.6666666666666667
101,102,Hualien,2013_51,0.0,0.0,0.0,101,18.98571428571429,21.842857142857138,16.985714285714284,79.42857142857143,5.833333333333332
102,103,Hualien,2013_52,0.0,0.0,0.0,102,18.214285714285715,20.08571428571429,16.585714285714285,79.71428571428571,8.333333333333334
103,104,Hualien,2014_01,0.5,3.17425,0.5,103,17.04285714285714,19.7,14.814285714285715,69.85714285714286,0.07142857142857142
104,105,Hualien,2014_02,0.07555189908131084,0.21862256410256414,0.07555189908131084,104,18.6,21.857142857142854,16.071428571428573,67.57142857142857,0.0
105,106,Hualien,2014_03,0.23148148148148148,1.1470714285714285,0.23148148148148148,105,17.728571428571428,20.914285714285715,15.057142857142857,72.14285714285714,0.6666666666666666
106,107,Hualien,2014_04,0.0,0.0,0.0,106,17.585714285714285,21.11428571428572,14.257142857142858,63.57142857142857,0.0
107,108,Hualien,2014_05,0.0,0.0,0.0,107,16.385714285714286,20.571428571428573,12.342857142857143,57.0,0.07142857142857142
108,109,Hualien,2014_06,0.17777777777777778,0.65565,0.17777777777777778,108,19.457142857142856,23.82857142857143,15.557142857142859,66.71428571428571,0.0
109,110,Hualien,2014_07,0.2285714285714286,1.3307305764411026,0.2285714285714286,109,19.771428571428565,22.157142857142862,17.942857142857143,82.85714285714286,2.7142857142857144
110,111,Hualien,2014_08,0.0,0.0,0.0,110,14.9,16.6,13.328571428571427,81.85714285714286,4.142857142857143
111,112,Hualien,2014_09,0.0,0.0,0.0,111,17.04285714285714,20.085714285714285,13.985714285714286,74.14285714285714,1.9285714285714288
112,113,Hualien,2014_10,0.02197802197802198,0.44642857142857145,0.02197802197802198,112,19.342857142857145,22.95714285714286,16.985714285714288,80.28571428571429,1.6
113,114,Hualien,2014_11,0.15,0.3418666666666667,0.15,113,17.971428571428564,21.042857142857144,15.8,79.57142857142857,2.9285714285714284
114,115,Hualien,2014_12,0.0,0.0,0.0,114,16.742857142857144,18.885714285714286,15.1,76.85714285714286,1.7857142857142858
115,116,Hualien,2014_13,0.0,0.0,0.0,115,19.37142857142857,22.685714285714283,16.47142857142857,75.0,0.14285714285714285
116,117,Hualien,2014_14,0.2,0.7254666666666667,0.2,116,22.228571428571424,25.771428571428572,19.085714285714285,75.71428571428571,3.0
117,118,Hualien,2014_15,0.1722222222222222,0.5717098214285715,0.1722222222222222,117,20.442857142857143,22.914285714285718,18.585714285714285,78.57142857142857,2.5
118,119,Hualien,2014_16,0.10666666666666666,0.48155000000000003,0.10666666666666666,118,21.357142857142858,24.97142857142857,19.3,82.0,2.4285714285714284
119,120,Hualien,2014_17,0.3333333333333333,4.166666666666667,0.26666666666666666,119,23.342857142857145,26.228571428571428,20.61428571428572,73.42857142857143,0.14285714285714285
120,121,Hualien,2014_18,0.0,0.0,0.0,120,23.442857142857147,26.685714285714283,21.4,84.42857142857143,9.571428571428571
121,122,Hualien,2014_19,0.2993129251700681,0.976919387755102,0.2652925170068027,121,21.97142857142858,24.157142857142862,20.342857142857145,87.7142857142857,11.571428571428573
122,123,Hualien,2014_20,0.15647222222222223,0.691195,0.15647222222222223,122,22.2,25.014285714285712,19.97142857142857,86.2857142857143,8.5
123,124,Hualien,2014_21,0.9333200000000001,7.499966666666667,0.8666400000000001,123,26.185714285714287,29.557142857142853,23.74285714285714,82.57142857142857,2.2142857142857144
124,125,Hualien,2014_22,0.0833,0.5,0.0833,124,25.014285714285716,27.957142857142852,22.914285714285718,85.85714285714286,8.714285714285714
125,126,Hualien,2014_23,0.22644444444444442,0.9955396825396825,0.17353968253968258,125,27.2,30.62857142857143,24.67142857142857,83.71428571428571,4.214285714285714
126,127,Hualien,2014_24,0.31064965986394555,1.6125,0.31064965986394555,126,26.52857142857143,29.342857142857138,24.24285714285714,83.0,3.6666666666666665
127,128,Hualien,2014_25,3.064814814814815,7.696000000000001,2.061611111111111,127,26.5,29.5,24.428571428571423,81.0,1.4285714285714286
128,129,Hualien,2014_26,0.13333333333333333,0.4444,0.13333333333333333,128,28.485714285714284,31.800000000000004,25.9,81.85714285714286,1.0714285714285714
129,130,Hualien,2014_27,0.5133,1.5512000000000001,0.5133,129,28.828571428571426,32.228571428571435,26.357142857142854,80.85714285714286,0.0
130,131,Hualien,2014_28,0.33331666666666665,1.1771666666666667,0.33331666666666665,130,29.685714285714283,33.27142857142857,26.514285714285716,77.42857142857143,3.8571428571428568
131,132,Hualien,2014_29,0.32653061224489793,1.7025476190476192,0.2789020408163266,131,30.514285714285716,33.857142857142854,27.75714285714286,74.71428571428571,0.0
132,133,Hualien,2014_30,0.43432954545454544,1.9916719696969698,0.39962121212121215,132,29.814285714285717,33.42857142857143,26.92857142857143,75.28571428571429,1.1428571428571428
133,134,Hualien,2014_31,0.26285238095238095,2.9847043956043953,0.26285238095238095,133,28.2,31.642857142857146,25.328571428571433,82.0,46.42857142857143
134,135,Hualien,2014_32,0.8238095238095238,2.600658974358974,0.7999952380952381,134,29.42857142857143,32.8,26.1,76.14285714285714,0.0
135,136,Hualien,2014_33,0.753952380952381,7.113066666666666,0.753952380952381,135,29.3,33.18571428571428,26.271428571428576,77.71428571428571,0.35714285714285715
136,137,Hualien,2014_34,0.2193877551020408,0.6908809523809524,0.1598520408163265,136,29.085714285714282,33.371428571428574,26.242857142857147,81.28571428571429,1.8333333333333333
137,138,Hualien,2014_35,1.3166499999999999,6.507866666666668,0.56665,137,28.385714285714283,32.128571428571426,25.314285714285717,80.0,1.3571428571428572
138,139,Hualien,2014_36,0.7047619047619047,2.851494871794872,0.680947619047619,138,29.228571428571428,33.24285714285715,25.9,74.57142857142857,0.0
139,140,Hualien,2014_37,0.15,0.4151875,0.12221666666666667,139,29.37142857142857,33.728571428571435,25.67142857142857,71.42857142857143,0.6428571428571429
140,141,Hualien,2014_38,0.4909090909090909,3.6187818181818185,0.32726666666666665,140,29.214285714285715,33.628571428571426,25.757142857142853,77.57142857142857,0.35714285714285715
141,142,Hualien,2014_39,0.37142857142857144,1.8095238095238095,0.29204761904761906,141,29.0,32.57142857142857,26.3,79.28571428571429,1.9285714285714288
142,143,Hualien,2014_40,0.10256410256410257,0.617,0.10256410256410257,142,27.02857142857143,30.128571428571423,24.842857142857138,85.42857142857143,22.428571428571423
143,144,Hualien,2014_41,0.4259978021978022,1.8378796296296296,0.4259978021978022,143,27.014285714285716,30.642857142857146,23.814285714285717,72.71428571428571,0.0
144,145,Hualien,2014_42,0.14020608465608467,1.3511714285714287,0.14020608465608467,144,26.02857142857143,29.857142857142854,22.57142857142857,66.0,0.8571428571428571
145,146,Hualien,2014_43,0.11851111111111112,2.0833214285714283,0.11851111111111112,145,23.557142857142853,26.95714285714286,20.67142857142857,68.85714285714286,3.4285714285714284
146,147,Hualien,2014_44,0.9444333333333333,2.6233796296296297,0.6111,146,24.87142857142857,28.2,22.114285714285717,78.14285714285714,0.0
147,148,Hualien,2014_45,0.11663333333333332,0.45954999999999996,0.11663333333333332,147,24.814285714285717,28.328571428571433,21.82857142857143,73.0,0.5
148,149,Hualien,2014_46,0.41211010101010104,2.1456444444444442,0.3393828282828283,148,22.485714285714288,25.685714285714287,19.5,69.42857142857143,0.0
149,150,Hualien,2014_47,0.5777333333333334,1.0908666666666667,0.35553333333333337,149,21.414285714285715,24.185714285714287,19.571428571428573,82.71428571428571,8.357142857142858
150,151,Hualien,2014_48,0.7555000000000001,2.4258666666666664,0.41100000000000003,150,22.17142857142857,25.414285714285718,18.97142857142857,76.14285714285714,1.3333333333333333
151,152,Hualien,2014_49,0.9333333333333332,9.283825,0.5666666666666667,151,23.57142857142857,27.32857142857143,20.214285714285715,80.0,0.0
152,153,Hualien,2014_50,0.15,0.30534,0.15,152,19.271428571428572,22.1,16.614285714285714,74.0,1.2857142857142858
153,154,Hualien,2014_51,0.4166666666666667,4.952333333333334,0.4166666666666667,153,19.0,21.38571428571429,16.642857142857142,77.85714285714286,2.25
154,155,Hualien,2014_52,0.6666666666666666,3.03,0.6666666666666666,154,16.557142857142857,19.228571428571428,14.157142857142857,71.85714285714286,0.2857142857142857
155,156,Hualien,2014_53,0.3333333333333333,1.0184166666666667,0.3333333333333333,155,17.3,19.9,15.228571428571426,75.71428571428571,3.083333333333333
156,157,Hualien,2015_01,0.3970714285714285,1.1184933333333333,0.3970714285714285,156,16.514285714285716,19.271428571428565,14.1,69.28571428571429,1.0714285714285714
157,158,Hualien,2015_02,0.3154642857142857,1.4289166666666666,0.3154642857142857,157,18.114285714285714,21.11428571428572,15.3,72.0,0.07142857142857142
158,159,Hualien,2015_03,0.20366666666666666,2.05425,0.20366666666666666,158,17.385714285714286,19.55714285714285,15.471428571428573,77.14285714285714,2.75
159,160,Hualien,2015_04,1.1110666666666666,4.3478,0.11106666666666666,159,17.62857142857143,20.7,15.12857142857143,65.85714285714286,0.0
160,161,Hualien,2015_05,0.5499666666666666,3.418625,0.5499666666666666,160,18.65714285714285,21.514285714285712,16.628571428571426,78.28571428571429,1.0714285714285714
161,162,Hualien,2015_06,0.20330880230880233,3.5491777777777775,0.20330880230880233,161,16.742857142857144,19.771428571428572,14.471428571428573,78.71428571428571,0.9166666666666666
162,163,Hualien,2015_07,0.0,0.0,0.0,162,16.228571428571428,19.071428571428573,13.542857142857144,71.28571428571429,0.21428571428571427
163,164,Hualien,2015_08,0.9165,26.4705,0.9165,163,19.085714285714285,21.585714285714282,16.9,83.0,0.6666666666666666
164,165,Hualien,2015_09,0.5161515151515151,2.0107714285714287,0.5161515151515151,164,22.014285714285712,25.714285714285715,19.62857142857143,82.85714285714286,0.3
165,166,Hualien,2015_10,0.29590476190476195,11.4375,0.29590476190476195,165,18.857142857142858,21.528571428571436,16.62857142857143,80.57142857142857,0.6666666666666666
166,167,Hualien,2015_11,0.55555,9.600266666666666,0.5277666666666666,166,19.071428571428573,22.728571428571428,16.0,79.28571428571429,3.571428571428572
167,168,Hualien,2015_12,0.4166666666666667,1.8518333333333334,0.27775,167,23.557142857142853,27.0,20.271428571428572,79.28571428571429,0.7142857142857143
168,169,Hualien,2015_13,0.48886666666666667,2.488866666666667,0.48886666666666667,168,19.142857142857142,21.2,17.8,85.85714285714286,7.7142857142857135
169,170,Hualien,2015_14,0.6166333333333334,21.042933333333334,0.6166333333333334,169,24.32857142857143,27.9,20.98571428571429,79.85714285714286,0.14285714285714285
170,171,Hualien,2015_15,0.6943888888888888,2.5544444444444445,0.6943888888888888,170,21.58571428571429,24.0,19.48571428571429,85.0,2.833333333333333
171,172,Hualien,2015_16,0.23807142857142857,1.515,0.23807142857142857,171,22.0,25.457142857142852,18.842857142857138,77.14285714285714,1.7857142857142858
172,173,Hualien,2015_17,0.0,XXX,0.0,172,22.771428571428572,26.228571428571428,20.51428571428571,84.42857142857143,2.4166666666666665
173,174,Hualien,2015_18,0.3074074074074074,2.6477285714285714,0.276537037037037,173,24.214285714285715,27.271428571428572,21.728571428571424,84.28571428571429,3.3571428571428568
174,175,Hualien,2015_19,0.34623015873015867,2.6567708333333337,0.3115009920634921,174,25.17142857142857,28.557142857142857,22.45714285714286,84.42857142857143,5.857142857142858
175,176,Hualien,2015_20,1.2222222222222223,10.612388888888889,1.1296111111111111,175,25.728571428571428,29.285714285714285,22.7,84.28571428571429,2.9285714285714284
176,177,Hualien,2015_21,0.4166666666666667,2.857,0.27775,176,25.74285714285714,28.74285714285714,22.9,82.57142857142857,1.8333333333333333
177,178,Hualien,2015_22,1.0555,3.472083333333334,0.6110833333333333,177,25.771428571428572,28.557142857142853,23.7,89.57142857142857,8.285714285714286
178,179,Hualien,2015_23,0.19480519480519481,0.5599999999999999,0.12337662337662338,178,27.800000000000004,30.857142857142854,25.37142857142857,84.14285714285714,4.428571428571429
179,180,Hualien,2015_24,0.6296111111111111,4.329733333333333,0.6296111111111111,179,28.628571428571423,31.828571428571426,25.54285714285714,79.28571428571429,0.0
180,181,Hualien,2015_25,0.14666,1.6521333333333335,0.14666,180,29.357142857142854,32.84285714285715,26.057142857142853,77.28571428571429,0.14285714285714285
181,182,Hualien,2015_26,0.5821999999999999,4.57545,0.47106666666666663,181,29.02857142857143,32.81428571428571,25.9,82.14285714285714,16.285714285714285
182,183,Hualien,2015_27,0.16666666666666666,1.1453600000000002,0.16666666666666666,182,30.02857142857143,33.48571428571429,26.814285714285717,76.28571428571429,0.0
183,184,Hualien,2015_28,0.6475904761904763,5.62236,0.35236190476190477,183,29.114285714285717,32.542857142857144,26.314285714285717,78.28571428571429,1.3
184,185,Hualien,2015_29,0.6666666666666666,4.0,0.3333333333333333,184,29.242857142857147,33.2,25.771428571428572,75.42857142857143,0.5
185,186,Hualien,2015_30,2.611764705882353,25.3938,1.878364705882353,185,28.585714285714282,31.857142857142854,25.957142857142852,78.57142857142857,0.14285714285714285
186,187,Hualien,2015_31,0.5979591836734695,2.746714285714286,0.4788877551020408,186,28.87142857142857,33.1,25.585714285714282,72.85714285714286,0.0
187,188,Hualien,2015_32,0.6887755102040816,6.655111111111111,0.5527091836734694,187,29.014285714285712,33.128571428571426,25.32857142857143,72.71428571428571,27.785714285714285
188,189,Hualien,2015_33,0.40738888888888886,1.4206666666666665,0.40738888888888886,188,28.314285714285717,31.8,25.557142857142853,88.42857142857143,4.0
189,190,Hualien,2015_34,1.2776666666666667,6.81775,1.0,189,27.942857142857147,31.17142857142857,25.314285714285717,84.85714285714286,31.642857142857146
